㔢	ʨiæʔ˥$
蓉	ɦyoŋ˨˨˦$
蓋	kei˥$
蓐	ʑyuʔ˨˧$
蓑	so˧˧˦$
蓓	bei˨˩˦$
蓖	pi˧˧˦$
蓝	lᴇ˨˨˦$
蓟	ki˥$
蓬	boŋ˨˨˦$
蓮	liᴇ˨˨˦$
蓼	liau˨˩˦$
蓿	ɕyuʔ˥$
蔑	miæʔ˨˧$
蔓	mᴇ˨˨˦$
蔔	boʔ˨˧$
蔗	ʦo˥$
蔚	uei˥$
蔟	ʦʰoʔ˥$
蔡	ʦʰa˥$
蔣	ʨiaŋ˧˨˥$
蔥	ʦʰoŋ˧˧˦$
蔫	iᴇ˧˧˦$
蔬	su˧˧˦$
蔭	iŋ˥$
蔷	ʑiaŋ˨˨˦$
蔸	tɤu˧˧˦$
蔺	liŋ˧˥$
蔻	kʰɤu˥$
蔼	ei˥$
蔽	pi˥$
蕈	ʥiŋ˨˩˦$
蕉	ʨiau˧˧˦$
蕊	ny˨˩˦$
蕎	giau˨˨˦$
蕖	gy˨˨˦$
蕙	ɦuei˧˥$
蕤	ʑy˨˨˦$
蕨	kyəʔ˥$
蕩	dɔ̃˨˩˦$
蕪	vu˨˨˦$
蕭	ɕiau˧˧˦$
蕲	gi˨˨˦$
蕻	hoŋ˥$
蕾	lei˨˩˦$
薄	bɔʔ˨˧$
薅	hau˧˧˦$
薇	vi˨˨˦$
薈	huei˥$
薊	ki˥$
薐	nəŋ˨˨˦$
薑	kiaŋ˧˧˦$
薔	ʑiaŋ˨˨˦$
薛	ɕiæʔ˥$
薤	ɦa˧˥$
薦	ʨiᴇ˥$
薨	hoŋ˧˧˦$
薩	sæʔ˥$
薪	ɕiŋ˧˧˦$
薮	sɤu˧˨˥$
薯	ʑy˨˩˦$
薰	hyoŋ˧˧˦$
薺	ʑi˨˨˦$
藉	ʑia˧˥$
藍	lᴇ˨˨˦$
藏	zɔ̃˨˨˦$
藐	miau˨˩˦$
藓	ɕiᴇ˧˨˥$
藕	ŋɤu˨˩˦$
藝	ni˧˥$
藠	kiau˧˨˥$
藤	dəŋ˨˨˦$
藥	ɦiaʔ˨˧$
藩	fᴇ˧˧˦$
藪	sɤu˧˨˥$
藹	ei˥$
藺	liŋ˧˥$
藻	ʦau˧˨˥$
藿	hɔʔ˥$
蘄	gi˨˨˦$
蘆	lu˨˨˦$
蘇	su˧˧˦$
蘋	biŋ˨˨˦$
蘑	mo˨˨˦$
蘗	niæʔ˨˧$
蘚	ɕiᴇ˧˨˥$
蘧	gy˨˨˦$
蘭	lᴇ˨˨˦$
蘷	gy˨˨˦$
蘸	ʦᴇ˥$
蘼	mi˨˨˦$
蘿	lou˨˨˦$
虎	hu˧˨˥$
虏	lo˨˩˦$
虐	niaʔ˨˧$
虑	ly˧˥$
虔	giᴇ˨˨˦$
處	ʨʰy˧˨˥$
虖	hu˧˧˦$
虚	hy˧˧˦$
虛	hy˧˧˦$
虜	lo˨˩˦$
虞	ny˨˨˦$
號	hau˧˥$
虢	kuaʔ˥$
虧	kʰuei˧˧˦$
虫	ʥyoŋ˨˨˦$
虬	giɤu˨˨˦$
虮	ki˧˨˥$
虱	ɕiɪʔ˥$
虹	kɔ̃˥$
虻	maŋ˨˨˦$
虽	ɕy˧˧˦$
虾	hia˧˧˦$
蚀	ʑiɪʔ˨˧$
蚁	ni˨˩˦$
蚂	ma˨˩˦$
蚊	məŋ˨˨˦$
蚌	baŋ˨˩˦$
蚍	bi˨˨˦$
蚓	ɦiŋ˨˩˦$
蚕	zø˨˨˦$
蚜	ŋo˨˨˦$
蚣	kŋ˧˧˦$
蚤	ʦau˧˨˥$
蚨	vu˨˨˦$
蚰	ɦiɤu˨˨˦$
蚶	hᴇ˧˧˦$
蛀	ʨy˥$
蛄	ku˧˧˦$
蛆	ʨʰy˧˧˦$
蛇	ʣo˨˨˦$
蛉	liŋ˨˨˦$
蛊	ku˧˨˥$
蛋	dᴇ˧˥$
蛏	ʨʰiŋ˧˧˦$
蛔	ɦuei˨˨˦$
蛙	ua˧˧˦$
蛛	ʨy˧˧˦$
蛤	kæʔ˥$
蛩	gyoŋ˨˨˦$
蛮	mᴇ˨˨˦$
蛰	ʥiɪʔ˨˧$
蛳	sɿ˧˧˦$
蛴	ʑi˨˨˦$
蛻	tʰei˥$
蛾	ŋou˨˨˦$
蜀	ʑyuʔ˨˧$
蜂	foŋ˧˧˦$
蜃	ʑiŋ˨˩˦$
蜈	ŋ˨˨˦$
蜉	vɤu˨˨˦$
蜊	li˨˨˦$
蜎	yø˧˧˦$
蜒	ɦiᴇ˨˨˦$
蜓	diŋ˨˨˦$
蜕	tʰei˥$
蜗	kuo˧˧˦$
蜜	miɪʔ˨˧$
蜡	læʔ˨˧$
蜷	gyø˨˨˦$
蜹	zei˧˥$
蜻	ʨʰiŋ˧˧˦$
蝇	niŋ˨˨˦$
蝉	ʑiᴇ˨˨˦$
蝎	hiæʔ˥$
蝕	ʑiɪʔ˨˧$
蝗	ɦuɔ̃˨˨˦$
蝙	piᴇ˧˧˦$
蝠	foʔ˥$
蝤	ʥiɤu˨˨˦$
蝦	hia˧˧˦$
蝮	foʔ˥$
蝴	ɦu˨˨˦$
蝶	diæʔ˨˧$
蝸	kuo˧˧˦$
蝼	lɤu˨˨˦$
螂	lɔ̃˨˨˦$
螃	bɔ̃˨˨˦$
螄	sɿ˧˧˦$
融	ɦyoŋ˨˨˦$
螓	ʑiŋ˨˨˦$
螗	dɔ̃˨˨˦$
螞	ma˨˩˦$
螟	miŋ˨˨˦$
螢	ɦiŋ˨˨˦$
螬	zau˨˨˦$
螯	ŋau˨˨˦$
螳	dɔ̃˨˨˦$
螺	lou˨˨˦$
螻	lɤu˨˨˦$
螽	ʨyoŋ˧˧˦$
蟀	søʔ˥$
蟄	ʥiɪʔ˨˧$
蟆	mo˨˨˦$
蟒	mɔ̃˨˩˦$
蟛	baŋ˨˨˦$
蟠	bø˨˨˦$
蟢	hi˧˨˥$
蟣	ki˧˨˥$
蟥	ɦuɔ̃˨˨˦$
蟪	ɦuei˧˥$
蟬	ʑiᴇ˨˨˦$
蟮	ʑiᴇ˨˩˦$
蟲	ʥyoŋ˨˨˦$
蟶	ʨʰiŋ˧˧˦$
蟹	ha˧˨˥$
蟻	ni˨˩˦$
蟾	ʑiᴇ˨˨˦$
蠅	niŋ˨˨˦$
蠋	ʥyuʔ˨˧$
蠍	hiæʔ˥$
蠐	ʑi˨˨˦$
蠓	moŋ˨˩˦$
蠕	ʑy˨˨˦$
蠟	læʔ˨˧$
蠡	li˨˨˦$
蠢	ʨʰyoŋ˧˨˥$
蠱	ku˧˨˥$
蠲	kyø˧˧˦$
蠶	zø˨˨˦$
蠹	tu˥$
蠻	mᴇ˨˨˦$
血	hyəʔ˥$
衅	hiŋ˥$
行	ɦaŋ˨˨˦$
衍	ɦiᴇ˨˩˦$
術	ʑyʔ˨˧$
衔	ɦᴇ˨˨˦$
街	ka˧˧˦$
衙	ŋo˨˨˦$
衛	ɦuei˧˥$
衝	ʨʰyoŋ˧˧˦$
衡	ɦaŋ˨˨˦$
衢	gy˨˨˦$
衣	i˧˧˦$
补	pu˧˨˥$
表	piau˧˨˥$
衬	ʦʰəŋ˥$
衮	kuəŋ˧˨˥$
衰	sei˧˧˦$
衲	næʔ˨˧$
衷	ʨyoŋ˧˧˦$
衾	kʰiŋ˧˧˦$
衿	kiŋ˧˧˦$
袁	ɦyø˨˨˦$
袂	mi˧˥$
袄	au˧˨˥$
袈	kia˧˧˦$
袋	dei˧˥$
袐	pi˥$
袒	tʰᴇ˧˨˥$
袖	ʑiɤu˧˥$
袜	mæʔ˨˧$
袞	kuəŋ˧˨˥$
被	bi˨˩˦$
袭	ʑiɪʔ˨˧$
裁	zei˨˨˦$
装	ʦɔ̃˧˧˦$
裆	tɔ̃˧˧˦$
裈	kʰuəŋ˧˧˦$
裒	bɤu˨˨˦$
裕	ɦy˧˥$
裘	giɤu˨˨˦$
裙	gyoŋ˨˨˦$
補	pu˧˨˥$
裝	ʦɔ̃˧˧˦$
裟	sa˧˧˦$
裡	li˨˩˦$
裤	kʰu˥$
裥	kᴇ˧˨˥$
裨	pi˧˧˦$
裰	tuəʔ˥$
裱	piau˧˨˥$
裳	zɔ̃˨˨˦$
裸	lo˨˩˦$
裹	ku˧˨˥$
製	ʦɿ˥$
裾	ky˧˧˦$
褅	di˧˥$
複	foʔ˥$
褌	kʰuəŋ˧˧˦$
褒	pau˧˧˦$
褓	pau˧˨˥$
褚	ʦʰɿ˧˨˥$
褛	ly˨˩˦$
褡	tæʔ˥$
褥	ʑyuʔ˨˧$
褪	tʰəŋ˥$
褰	kʰiᴇ˧˧˦$
褲	kʰu˥$
褴	lᴇ˨˨˦$
褸	ly˨˩˦$
褻	ɕiæʔ˥$
襄	ɕiaŋ˧˧˦$
襇	kᴇ˧˨˥$
襖	au˧˨˥$
襟	kiŋ˧˧˦$
襠	tɔ̃˧˧˦$
襤	lᴇ˨˨˦$
襪	mæʔ˨˧$
襯	ʦʰəŋ˥$
襲	ʑiɪʔ˨˧$
襻	pʰᴇ˥$
西	ɕi˧˧˦$
要	iau˧˧˦$
覅	hiau˥$
覆	foʔ˥$
見	kiᴇ˥$
規	kuei˧˧˦$
覓	miɪʔ˨˧$
覩	tu˧˨˥$
親	ʨʰiŋ˧˧˦$
覯	kɤu˥$
覲	giŋ˧˥$
覷	ʨʰy˥$
覺	kau˥$
覽	lᴇ˨˩˦$
觀	kuø˧˧˦$
见	kiᴇ˥$
观	kuø˧˧˦$
规	kuei˧˧˦$
觅	miɪʔ˨˧$
览	lᴇ˨˩˦$
觉	kau˥$
觏	kɤu˥$
觐	giŋ˧˥$
觑	ʨʰy˥$
角	kɔʔ˥$
觖	kyəʔ˥$
觚	ku˧˧˦$
解	ka˧˨˥$
触	ʨʰyuʔ˥$
觳	hoʔ˥$
觸	ʨʰyuʔ˥$
言	niᴇ˨˨˦$
訂	tiŋ˥$
訃	fu˥$
訇	hoŋ˧˧˦$
計	ki˥$
訊	ɕiŋ˥$
訌	ɦoŋ˧˥$
討	tʰau˧˨˥$
訓	hyoŋ˥$
訕	sᴇ˥$
訖	kʰiɪʔ˥$
記	ki˥$
訛	ŋo˨˨˦$
訝	ŋo˧˥$
訟	soŋ˥$
訢	hiŋ˧˧˦$
訣	kyəʔ˥$
訪	fɔ̃˧˨˥$
設	ɕiæʔ˥$
許	hy˧˨˥$
訴	su˥$
診	ʨiŋ˧˨˥$
註	ʨy˥$
訾	ʦɿ˧˧˦$
詈	li˧˥$
詎	gy˨˩˦$
詐	ʦa˥$
詔	ʨiau˥$
評	biŋ˨˨˦$
詘	kʰyuʔ˥$
詞	zɿ˨˨˦$
詠	yoŋ˧˨˥$
詡	hy˧˨˥$
詢	ɕyoŋ˧˧˦$
詣	i˥$
試	sɿ˥$
詩	sɿ˧˧˦$
詫	ʦʰa˥$
詭	kuei˧˨˥$
詮	ʨʰyø˧˧˦$
詰	kʰiɪʔ˥$
話	ɦua˧˥$
該	kei˧˧˦$
詳	ʑiaŋ˨˨˦$
詹	ʨiᴇ˧˧˦$
詼	huei˧˧˦$
誄	lei˨˩˦$
誅	ʨy˧˧˦$
誆	kʰuɔ̃˧˧˦$
誇	kʰua˧˧˦$
誉	ɦy˧˥$
認	niŋ˧˥$
誑	hyɔ̃˥$
誓	ʑi˧˥$
誕	dᴇ˧˥$
誘	ɦiɤu˧˥$
誚	ʑiau˧˥$
語	ny˨˩˦$
誠	ʑiŋ˨˨˦$
誡	ka˥$
誣	vu˨˨˦$
誤	ɦu˧˥$
誥	kau˥$
誦	ʑyoŋ˧˥$
誨	huei˧˨˥$
說	ɕyəʔ˥$
誰	zei˨˨˦$
課	kʰou˥$
誹	fi˧˨˥$
誼	ni˧˥$
調	diau˨˨˦$
諂	ʑiᴇ˨˩˦$
諄	ʨyoŋ˧˧˦$
談	dᴇ˨˨˦$
諉	uei˧˨˥$
請	ʨʰiŋ˧˨˥$
諒	liaŋ˧˥$
論	ləŋ˨˨˦$
諜	diæʔ˨˧$
諦	ti˥$
諧	ɦa˧˥$
諭	ɦy˧˥$
諱	huei˥$
諳	ᴇ˧˧˦$
諶	ʑiŋ˨˩˦$
諷	foŋ˥$
諸	ʨy˧˧˦$
諺	niᴇ˧˥$
諼	hyø˧˧˦$
諾	nɔʔ˨˧$
謀	mɤu˨˨˦$
謁	iæʔ˥$
謂	ɦuei˧˥$
謅	ʦɤu˧˧˦$
謇	ʨiᴇ˧˨˥$
謊	huɔ̃˧˨˥$
謎	mi˧˥$
謐	miɪʔ˨˧$
謔	hiaʔ˥$
謖	soʔ˥$
謗	pɔ̃˥$
謙	kʰiᴇ˧˧˦$
講	kiaŋ˧˨˥$
謝	ʑia˧˥$
謠	ɦiau˨˨˦$
謦	kʰiŋ˥$
謨	mo˨˨˦$
謬	miau˧˥$
謳	ɤu˧˧˦$
謹	kiŋ˧˨˥$
謾	mᴇ˨˨˦$
證	ʨiŋ˥$
譎	kyəʔ˥$
譏	ki˧˧˦$
譖	ʨiŋ˥$
識	ɕiɪʔ˥$
譙	ʑiau˨˨˦$
譚	dø˨˨˦$
譜	pu˧˨˥$
警	kiŋ˧˨˥$
譬	pʰi˥$
譯	ɦiɪʔ˨˧$
議	ni˧˥$
譴	kʰiᴇ˧˨˥$
護	ɦu˧˥$
譽	ɦy˧˥$
讀	doʔ˨˧$
變	piᴇ˥$
讒	ʣᴇ˨˨˦$
讓	niaŋ˧˥$
讕	lᴇ˨˨˦$
讖	ʨʰiŋ˥$
讙	huø˧˧˦$
讜	tɔ̃˧˨˥$
计	ki˥$
订	tiŋ˥$
讣	fu˥$
认	niŋ˧˥$
讥	ki˧˧˦$
讧	ɦoŋ˧˥$
讨	tʰau˧˨˥$
让	niaŋ˧˥$
讪	sᴇ˥$
讫	kʰiɪʔ˥$
训	hyoŋ˥$
议	ni˧˥$
讯	ɕiŋ˥$
记	ki˥$
讲	kiaŋ˧˨˥$
讳	huei˥$
讴	ɤu˧˧˦$
讵	gy˨˩˦$
讶	ŋo˧˥$
许	hy˧˨˥$
讹	ŋo˨˨˦$
论	ləŋ˨˨˦$
讼	soŋ˥$
讽	foŋ˥$
设	ɕiæʔ˥$
访	fɔ̃˧˨˥$
诀	kyəʔ˥$
证	ʨiŋ˥$
评	biŋ˨˨˦$
识	ɕiɪʔ˥$
诈	ʦa˥$
诉	su˥$
诊	ʨiŋ˧˨˥$
诌	ʦɤu˧˧˦$
词	zɿ˨˨˦$
诎	kʰyuʔ˥$
诏	ʨiau˥$
译	ɦiɪʔ˨˧$
诓	kʰuɔ̃˧˧˦$
诔	lei˨˩˦$
试	sɿ˥$
诗	sɿ˧˧˦$
诘	kʰiɪʔ˥$
诙	huei˧˧˦$
诚	ʑiŋ˨˨˦$
诛	ʨy˧˧˦$
话	ɦua˧˥$
诞	dᴇ˧˥$
诠	ʨʰyø˧˧˦$
诡	kuei˧˨˥$
询	ɕyoŋ˧˧˦$
诣	i˥$
该	kei˧˧˦$
详	ʑiaŋ˨˨˦$
诧	ʦʰa˥$
诩	hy˧˨˥$
诫	ka˥$
诬	vu˨˨˦$
语	ny˨˩˦$
诮	ʑiau˧˥$
误	ɦu˧˥$
诰	kau˥$
诱	ɦiɤu˧˥$
诲	huei˧˨˥$
诳	hyɔ̃˥$
说	ɕyəʔ˥$
诵	ʑyoŋ˧˥$
请	ʨʰiŋ˧˨˥$
诸	ʨy˧˧˦$
诺	nɔʔ˨˧$
读	doʔ˨˧$
诽	fi˧˨˥$
课	kʰou˥$
诿	uei˧˨˥$
谁	zei˨˨˦$
调	diau˨˨˦$
谄	ʑiᴇ˨˩˦$
谅	liaŋ˧˥$
谆	ʨyoŋ˧˧˦$
谈	dᴇ˨˨˦$
谊	ni˧˥$
谋	mɤu˨˨˦$
谌	ʑiŋ˨˩˦$
谍	diæʔ˨˧$
谎	huɔ̃˧˨˥$
谐	ɦa˧˥$
谑	hiaʔ˥$
谒	iæʔ˥$
谓	ɦuei˧˥$
谕	ɦy˧˥$
谖	hyø˧˧˦$
谗	ʣᴇ˨˨˦$
谙	ᴇ˧˧˦$
谚	niᴇ˧˥$
谛	ti˥$
谜	mi˧˥$
谟	mo˨˨˦$
谠	tɔ̃˧˨˥$
谡	soʔ˥$
谢	ʑia˧˥$
谣	ɦiau˨˨˦$
谤	pɔ̃˥$
谦	kʰiᴇ˧˧˦$
谧	miɪʔ˨˧$
谨	kiŋ˧˨˥$
谩	mᴇ˨˨˦$
谬	miau˧˥$
谭	dø˨˨˦$
谮	ʨiŋ˥$
谯	ʑiau˨˨˦$
谰	lᴇ˨˨˦$
谱	pu˧˨˥$
谲	kyəʔ˥$
谴	kʰiᴇ˧˨˥$
谶	ʨʰiŋ˥$
谷	koʔ˥$
豁	huəʔ˥$
豆	dɤu˧˥$
豇	kɔ̃˧˧˦$
豈	kʰi˧˨˥$
豌	uø˧˧˦$
豎	ʑy˨˩˦$
豐	foŋ˧˧˦$
豕	sɿ˧˨˥$
豗	huei˧˧˦$
豚	dəŋ˨˨˦$
象	ʑiaŋ˨˩˦$
豪	ɦau˨˨˦$
豫	ɦy˧˥$
豬	ʦu˧˧˦$
豳	piŋ˧˧˦$
豵	ʦoŋ˧˧˦$
豹	pau˥$
豺	za˨˨˦$
貂	tiau˧˧˦$
貆	ɦuø˨˨˦$
貊	maʔ˨˧$
貌	mau˧˥$
貓	mau˨˨˦$
貔	bi˨˨˦$
貝	pei˥$
貞	ʨiŋ˧˧˦$
負	vu˨˩˦$
財	zei˨˨˦$
貢	koŋ˥$
貧	biŋ˨˨˦$
貨	hou˥$
販	fᴇ˥$
貪	tʰø˧˧˦$
貫	kuø˥$
責	ʦaʔ˥$
貯	ʨy˧˨˥$
貲	ʦɿ˧˧˦$
貳	ni˧˥$
貴	kuei˥$
貶	piᴇ˧˨˥$
買	ma˨˩˦$
貸	dei˧˥$
費	fi˥$
貼	tʰiæʔ˥$
貽	ɦi˨˨˦$
貿	mɤu˧˥$
賀	ɦou˧˥$
賁	pəŋ˧˧˦$
賂	lɔʔ˨˧$
賃	liŋ˧˥$
賄	huei˧˨˥$
賅	kei˧˧˦$
資	ʦɿ˧˧˦$
賈	kia˧˨˥$
賊	zøʔ˨˧$
賒	so˧˧˦$
賓	piŋ˧˧˦$
賜	sɿ˥$
賞	sɔ̃˧˨˥$
賠	bei˨˨˦$
賢	ɦiᴇ˨˨˦$
賣	ma˧˥$
賤	ʑiᴇ˧˥$
賦	fu˥$
質	ʨiɪʔ˥$
賭	tu˧˨˥$
賴	la˧˥$
賺	ʣᴇ˨˩˦$
賻	pɔʔ˥$
購	kɤu˥$
賽	sei˥$
贅	ʨy˥$
贈	ʦəŋ˧˧˦$
贊	ʦᴇ˥$
贍	ɕiᴇ˥$
贏	ɦiŋ˨˨˦$
贓	ʦɔ̃˧˧˦$
贖	ʑyuʔ˨˧$
贗	ŋᴇ˧˥$
贛	kᴇ˥$
贝	pei˥$
贞	ʨiŋ˧˧˦$
负	vu˨˩˦$
贡	koŋ˥$
财	zei˨˨˦$
责	ʦaʔ˥$
贤	ɦiᴇ˨˨˦$
败	ba˧˥$
货	hou˥$
质	ʨiɪʔ˥$
贩	fᴇ˥$
贪	tʰø˧˧˦$
贫	biŋ˨˨˦$
贬	piᴇ˧˨˥$
购	kɤu˥$
贮	ʨy˧˨˥$
贯	kuø˥$
贰	ni˧˥$
贱	ʑiᴇ˧˥$
贲	pəŋ˧˧˦$
贴	tʰiæʔ˥$
贵	kuei˥$
贷	dei˧˥$
贸	mɤu˧˥$
费	fi˥$
贺	ɦou˧˥$
贻	ɦi˨˨˦$
贼	zøʔ˨˧$
贾	kia˧˨˥$
贿	huei˧˨˥$
赀	ʦɿ˧˧˦$
赁	liŋ˧˥$
赂	lɔʔ˨˧$
赃	ʦɔ̃˧˧˦$
资	ʦɿ˧˧˦$
赅	kei˧˧˦$
赊	so˧˧˦$
赋	fu˥$
赌	tu˧˨˥$
赎	ʑyuʔ˨˧$
赏	sɔ̃˧˨˥$
赐	sɿ˥$
赔	bei˨˨˦$
赖	la˧˥$
赘	ʨy˥$
赙	pɔʔ˥$
赚	ʣᴇ˨˩˦$
赛	sei˥$
赝	ŋᴇ˧˥$
赞	ʦᴇ˥$
赠	ʦəŋ˧˧˦$
赡	ɕiᴇ˥$
赢	ɦiŋ˨˨˦$
赣	kᴇ˥$
赤	ʨʰiɪʔ˥$
赦	so˥$
赧	nᴇ˨˩˦$
赫	haʔ˥$
走	ʦɤu˧˨˥$
赳	kiɤu˧˧˦$
赴	fu˥$
赵	ʥiau˨˩˦$
赶	kᴇ˧˨˥$
起	kʰi˧˨˥$
趁	ʨʰiŋ˥$
超	ʨʰiau˧˧˦$
越	ɦiaʔ˨˧$
趋	ʨʰy˧˧˦$
趕	kᴇ˧˨˥$
趙	ʥiau˨˩˦$
趟	tʰɔ̃˥$
趣	ʨʰy˥$
趨	ʨʰy˧˧˦$
足	ʨyuʔ˥$
趵	pau˥$
趸	təŋ˧˨˥$
趺	fu˧˧˦$
趾	ʦɿ˧˨˥$
跃	ɦiaʔ˨˧$
跋	buəʔ˨˧$
跌	tiæʔ˥$
跎	dou˨˨˦$
跐	ʦʰɿ˧˨˥$
跑	bau˨˨˦$
跗	fu˧˧˦$
跚	sᴇ˧˧˦$
跛	pa˧˨˥$
距	gy˨˩˦$
跟	kəŋ˧˧˦$
跡	ʨiɪʔ˥$
跣	ɕiᴇ˧˨˥$
跨	kʰua˥$
跪	guei˨˩˦$
路	lu˧˥$
跳	tʰiau˥$
践	ʑiᴇ˨˩˦$
跺	to˥$
跻	ʨi˧˧˦$
跼	gyuʔ˨˧$
踁	ɦiŋ˧˥$
踉	liaŋ˧˥$
踌	ʥiɤu˨˨˦$
踏	dæʔ˨˧$
踐	ʑiᴇ˨˩˦$
踒	o˧˧˦$
踞	ky˥$
踡	gyø˨˨˦$
踢	tʰiɪʔ˥$
踪	ʦoŋ˧˧˦$
踱	dɔʔ˨˧$
踵	ʨyoŋ˧˨˥$
踽	ky˧˨˥$
蹂	ʑiɤu˨˨˦$
蹄	di˨˨˦$
蹇	ʨiᴇ˧˨˥$
蹈	dau˧˥$
蹉	ʦʰo˧˧˦$
蹊	ɦi˨˨˦$
蹋	tʰæʔ˥$
蹑	niæʔ˨˧$
蹒	mø˨˨˦$
蹙	ʦʰoʔ˥$
蹚	tʰɔ̃˧˧˦$
蹡	ʨʰiaŋ˥$
蹣	mø˨˨˦$
蹤	ʦoŋ˧˧˦$
蹩	biæʔ˨˧$
蹬	təŋ˧˧˦$
蹲	təŋ˧˧˦$
蹴	ʦʰoʔ˥$
蹶	kyəʔ˥$
蹻	kʰiau˧˧˦$
蹿	ʦʰuø˧˧˦$
躁	ʦau˥$
躅	ʥyuʔ˨˧$
躇	ʥy˨˨˦$
躉	təŋ˧˨˥$
躊	ʥiɤu˨˨˦$
躋	ʨi˧˧˦$
躍	ɦiaʔ˨˧$
躐	liæʔ˨˧$
躡	niæʔ˨˧$
躥	ʦʰuø˧˧˦$
身	ɕiŋ˧˧˦$
躬	koŋ˧˧˦$
躯	kʰy˧˧˦$
躲	to˧˨˥$
躺	tʰɔ̃˧˨˥$
軀	kʰy˧˧˦$
車	ky˧˧˦$
軋	gæʔ˨˧$
軌	kuei˧˨˥$
軍	kyoŋ˧˧˦$
軒	hyø˧˧˦$
軛	aʔ˥$
軟	nyø˨˩˦$
軫	ʨiŋ˧˨˥$
軸	ʥyuʔ˨˧$
軻	kʰou˧˧˦$
軼	ɦiɪʔ˨˧$
較	kau˥$
輅	lu˧˥$
載	ʦei˧˨˥$
輒	ʨiæʔ˥$
輓	uᴇ˧˨˥$
輔	vu˨˩˦$
輕	kʰiŋ˧˧˦$
輛	liaŋ˧˥$
輜	ʦɿ˧˧˦$
輝	huei˧˧˦$
輞	mɔ̃˨˩˦$
輟	ʨyɔʔ˥$
輦	niᴇ˨˩˦$
輩	pei˥$
輪	ləŋ˨˨˦$
輯	ʨʰiɪʔ˥$
輳	ʦʰɤu˥$
輸	ɕy˧˧˦$
輻	foʔ˥$
輾	ʨiᴇ˧˨˥$
輿	ɦy˨˨˦$
轂	koʔ˥$
轄	ɦæʔ˨˧$
轅	ɦyø˨˨˦$
轆	loʔ˨˧$
轉	ʨyø˧˨˥$
轍	ʥiæʔ˨˧$
轎	giau˧˥$
轔	liŋ˨˨˦$
轘	ɦuᴇ˧˥$
轟	hoŋ˧˧˦$
轡	pʰei˥$
轤	lu˨˨˦$
车	ky˧˧˦$
轧	gæʔ˨˧$
轨	kuei˧˨˥$
轩	hyø˧˧˦$
转	ʨyø˧˨˥$
轭	aʔ˥$
轮	ləŋ˨˨˦$
软	nyø˨˩˦$
轰	hoŋ˧˧˦$
轲	kʰou˧˧˦$
轳	lu˨˨˦$
轴	ʥyuʔ˨˧$
轶	ɦiɪʔ˨˧$
轸	ʨiŋ˧˨˥$
轻	kʰiŋ˧˧˦$
载	ʦei˧˨˥$
轿	giau˧˥$
辂	lu˧˥$
较	kau˥$
辄	ʨiæʔ˥$
辅	vu˨˩˦$
辆	liaŋ˧˥$
辇	niᴇ˨˩˦$
辈	pei˥$
辉	huei˧˧˦$
辋	mɔ̃˨˩˦$
辍	ʨyɔʔ˥$
辎	ʦɿ˧˧˦$
辏	ʦʰɤu˥$
辐	foʔ˥$
辑	ʨʰiɪʔ˥$
输	ɕy˧˧˦$
辔	pʰei˥$
辕	ɦyø˨˨˦$
辖	ɦæʔ˨˧$
辗	ʨiᴇ˧˨˥$
辘	loʔ˨˧$
辙	ʥiæʔ˨˧$
辚	liŋ˨˨˦$
辛	ɕiŋ˧˧˦$
辜	ku˧˧˦$
辞	zɿ˨˨˦$
辟	piɪʔ˥$
辣	læʔ˨˧$
辦	bᴇ˧˥$
辨	biᴇ˨˩˦$
辩	biᴇ˨˩˦$
辫	biᴇ˨˩˦$
辭	zɿ˨˨˦$
辮	biᴇ˨˩˦$
辯	biᴇ˨˩˦$
辰	ʑiŋ˨˨˦$
辱	ʑyuʔ˨˧$
農	noŋ˨˨˦$
边	piᴇ˧˧˦$
辽	liau˨˨˦$
达	dæʔ˨˧$
迁	ʨʰiᴇ˧˧˦$
迂	y˧˧˦$
迄	kʰiɪʔ˥$
迅	ɕiŋ˥$
过	ku˥$
迈	ma˧˥$
迎	niŋ˨˨˦$
运	ɦyoŋ˧˥$
近	giŋ˨˩˦$
返	fᴇ˧˨˥$
还	ɦuᴇ˨˨˦$
这	ʨyʔ˥$
进	ʨiŋ˥$
远	ɦyø˨˩˦$
违	ɦuei˨˨˦$
连	liᴇ˨˨˦$
迟	ʣɿ˨˨˦$
迢	diau˨˨˦$
迤	ɦi˨˩˦$
迥	kyoŋ˧˨˥$
迦	kia˧˧˦$
迩	əl˨˩˦$
迪	diɪʔ˨˧$
迫	pʰaʔ˥$
迭	diæʔ˨˧$
述	ʑyʔ˨˧$
迴	ɦuei˨˨˦$
迷	mi˨˨˦$
迸	paŋ˥$
迹	ʨiɪʔ˥$
迻	ɦi˨˨˦$
追	ʨy˧˧˦$
退	tʰei˥$
送	soŋ˥$
适	ɕiɪʔ˥$
逃	dau˨˨˦$
逆	niɪʔ˨˧$
选	ɕyø˧˨˥$
逊	səŋ˥$
逋	pu˧˧˦$
逍	ɕiau˧˧˦$
透	tʰɤu˥$
逐	ʥyuʔ˨˧$
逑	giɤu˨˨˦$
递	di˧˥$
途	du˨˨˦$
逕	kiŋ˥$
逗	dɤu˧˥$
這	ʨyʔ˥$
通	tʰoŋ˧˧˦$
逛	guɔ̃˧˥$
逝	ʑi˧˥$
逞	ʥiŋ˨˩˦$
速	soʔ˥$
造	ʦʰau˧˧˦$
逢	voŋ˨˨˦$
