㞘底	toʔ˥ ti˥˧
積鈔票	ʨiəʔ˥ ʦʰɔ˥˧ pʰiɔ˧˩
積食	ʨiəʔ˥ zəʔ˨
穎	in˧
穗	zʮei˩˧
穢	ui˦˦˥
穩	un˥˧
穩噹噹	ʔun˥˧ tɑŋ˧˩ tɑŋ˧˩
穴	ɦyəʔ˨
究	ʨiø˦˦˥
穷	ʥioŋ˧˩
穷哥哥儿	ʥioŋ˧˩ ko˧ ko˧ əl˧
穷鬼	ʥioŋ˧˩ kui˥˧
空	kʰoŋ˥
空佬佬	kʰoŋ˥ lɔ˧ lɔ˧
空冒	kʰoŋ˥ mɔ˥
空口喫	kʰoŋ˥ kʰø˥˧ ʨʰioʔ˥
空地	kʰoŋ˥ di˧˩
空心大老倌	kʰoŋ˥ ɕin˧ dɑ˩˧ lɔ˥˧ kuõ˧˩
空心汤圆	kʰoŋ˥ ɕin˧ tʰɑŋ˧ duõ˧
空心湯圓	kʰoŋ˥ ɕin˧ tʰɑŋ˧ duõ˧
空心菜	kʰoŋ˥ ɕin˧ ʦʰɛ˧
空荡荡	kʰoŋ˥ dɑŋ˧ dɑŋ˧
空蕩蕩	kʰoŋ˥ dɑŋ˧ dɑŋ˧
空起潮头	kʰoŋ˥ ʨʰi˥˧ ʣɔ˧˩ dei
空起潮頭	kʰoŋ˥ ʨʰi˥˧ ʣɔ˧˩ dei
穿	ʦʰʮõ˧
穿堂風	ʦʰʮõ˧ dɑŋ˧ foŋ˧
穿堂风	ʦʰʮõ˧ dɑŋ˧ foŋ˧
穿棕繃	ʦʰʮõ˧ ʦoŋ˧ pɑŋ˧
穿棕绷	ʦʰʮõ˧ ʦoŋ˧ pɑŋ˧
穿着	ʦʰʮõ˧ ʦɑʔ˥
穿素	ʦʰʮõ˧ su˥
穿繃	ʦʰʮõ˧ pɑŋ˧
穿绷	ʦʰʮõ˧ pɑŋ˧
穿衣裳	ʦʰʮõ˧ ʔi˧ zɑŋ˧
穿连裆裤	ʦʰʮõ˧ liɛ̃˧˩ tɑŋ˧ kʰu˥
穿連襠褲	ʦʰʮõ˧ liɛ̃˧˩ tɑŋ˧ kʰu˥
穿針	ʦʰʮõ˧ ʦen˧
穿针	ʦʰʮõ˧ ʦen˧
穿黃狗皮的	ʦʰʮõ˧ ɦuɑŋ˧˩ kø˥˧ bi˧˩ ti
穿黄狗皮的	ʦʰʮõ˧ ɦuɑŋ˧˩ kø˥˧ bi˧˩ ti
突	dəʔ˨
窄	ʦɑʔ˥
窍	ʨʰiɔ˦˦˥
窑	ɦiɔ˨˩˧
窖	ʨiɔ˦˦˥
窗	ʦʰʮɑŋ˧
窗帘儿	ʦʰʮɑŋ˧ liɛ̃˧ əl˧
窗槛儿	ʦʰʮɑŋ˧ kʰɛ˥˧ əl˧˩
窗檻兒	ʦʰʮɑŋ˧ kʰɛ˥˧ əl˧˩
窗簾兒	ʦʰʮɑŋ˧ liɛ̃˧ əl˧
窗門	ʦʰʮɑŋ˧ men˧
窗門外頭	ʦʰʮɑŋ˧ men˧ ɦuɛ˩˧ dei
窗门	ʦʰʮɑŋ˧ men˧
窗门外头	ʦʰʮɑŋ˧ men˧ ɦuɛ˩˧ dei
窘	ʨyn˥˧
窜	ʦʰʮõ˦˦˥
窟	kʰoʔ˥
窠	kʰo˧
窥	kʰui˧
窨	in˦˦˥
窪	uɑ˧
窮	ʥioŋ˨˩˧
窮哥哥兒	ʥioŋ˧˩ ko˧ ko˧ əl˧
窮鬼	ʥioŋ˧˩ kui˥˧
窯	ɦiɔ˨˩˧
窺	kʰui˧
竄	ʦʰʮõ˦˦˥
竅	ʨʰiɔ˦˦˥
竈司菩薩	ʦɔ˥ sɿ˧˩ bu˧˩ sɑʔ˥
竈壁雞	ʦɔ˥ piəʔ˥ ʨi˧
竈披	ʦɔ˥ pʰi˧˩
竈膛	ʦɔ˥ dɑŋ˧˩
竈門洞	ʦɔ˥ men˧˩ doŋ˩˧
竈頭	ʦɔ˥ dei
竈頭間	ʦɔ˥ dei ʥiɛ̃˧˩
立	liəʔ˨
立冬	liəʔ˨ toŋ˧
立凭据	liəʔ˨ bin˧˩ ʨy˥
立勒	liəʔ˨ lɑʔ˨
立壁角	liəʔ˨ piəʔ˥ koʔ˥
立夏	liəʔ˨ ɦiɑ˥˧
立憑據	liəʔ˨ bin˧˩ ʨy˥
立早章	liəʔ˨ ʦɔ˥˧ ʦɑŋ˧˩
立春	liəʔ˨ ʦʰʮen˧
立秋	liəʔ˨ ʨʰiø˧
立馬兒	liəʔ˨ mɑ˥˧ əl˧˩
立马儿	liəʔ˨ mɑ˥˧ əl˧˩
竖	zʮ˩˧
竖心旁	zʮ˧˩ ʨin˥˧ bɑŋ˧˩
竖蜻蜓	zʮ˧˩ ʨʰin˧ din˧
站	ʣᴇ̃˩˧
竞	ʥin˩˧
竟	ʨin˦˦˥
章	ʦɑŋ˧
童	doŋ˨˩˧
童子雞	doŋ˧˩ ʦɿ˥˧ ʨi˧˩
童子鸡	doŋ˧˩ ʦɿ˥˧ ʨi˧˩
竭力搁六	ʥiəʔ˨ liəʔ˨ goʔ˨ loʔ˨
竭力擱六	ʥiəʔ˨ liəʔ˨ goʔ˨ loʔ˨
竭裏擱碌	ʥiəʔ˨ li˥˧ goʔ˨ loʔ˨
竭里搁碌	ʥiəʔ˨ li˥˧ goʔ˨ loʔ˨
端	tɛ̃˧
端午節	tuõ˧ ʔu˧ ʨiəʔ˥
端午节	tuõ˧ ʔu˧ ʨiəʔ˥
端砚	tuõ˧ ʔiɛ̃˧
端硯	tuõ˧ ʔiɛ̃˧
競	ʥin˩˧
竹	ʦoʔ˥
竹丝	ʦoʔ˥ sɿ˧
竹丝笤帚	ʦoʔ˥ sɿ˧ diɑo˧˩ ʦei˥˧
竹叶儿	ʦoʔ˥ ɦiəʔ˨ əl˩˧
竹塌儿	ʦoʔ˥ tʰɑʔ˥ əl˧˩
竹塌兒	ʦoʔ˥ tʰɑʔ˥ əl˧˩
竹头	ʦoʔ˥ dei
竹字头	ʦoʔ˥ zɿ˩˧ dei˥˧
竹字頭	ʦoʔ˥ zɿ˩˧ dei˥˧
竹床儿	ʦoʔ˥ ʣʮɑŋ˧˩ əl˩˧
竹淘箩	ʦoʔ˥ dɔ˧˩ lo˩˧
竹淘籮	ʦoʔ˥ dɔ˧˩ lo˩˧
竹爿	ʦoʔ˥ bɛ̃˩˧
竹牀兒	ʦoʔ˥ ʣʮɑŋ˧˩ əl˩˧
竹竿	ʦoʔ˥ kɛ̃˧˩
竹筱	ʦoʔ˥ ɕiɔ˧˩
竹箬儿	ʦoʔ˥ niəʔ˥ əl˧˩
竹箬兒	ʦoʔ˥ niəʔ˥ əl˧˩
竹絲	ʦoʔ˥ sɿ˧
竹絲笤帚	ʦoʔ˥ sɿ˧ diɑo˧˩ ʦei˥˧
竹葉兒	ʦoʔ˥ ɦiəʔ˨ əl˩˧
竹衣	ʦoʔ˥ ʔi˧
竹鞭	ʦoʔ˥ piɛ̃˧
竹頭	ʦoʔ˥ dei
竹𥱼	ʦoʔ˥ bɛ˧˩
竺	ʣɿ˩˧
竿	kᴇ̃˧
笃	toʔ˥
笃坦	toʔ˥ tʰɛ̃˥˧
笃定	toʔ˥ din˩˧
笃悠悠	toʔ˥ ʔiø˧ ʔiø˧
笃笃坦坦	toʔ˥ toʔ˥ tʰɛ̃˥˧ tʰɛ̃˧˩
笃笃定定	toʔ˥ toʔ˥ din˩˧ din˩˧
笃笃齐	toʔ˥ toʔ˥ ʥi˨˩˧
笊篱	ʦɔ˥˧ li˧˩
笊籬	ʦɔ˥˧ li˧˩
笋	sʮen˥˧
笋壳儿	sʮen˥˧ kʰoʔ˥ əl
笋干	sʮen˥˧ kɛ̃˧˩
笋衣	sʮen˥˧ ʔi˧˩
笑	ɕiɔ˥
笑話	ɕiɔ˥ ɦuɑ˧˩
笑話奇談	ɕiɔ˥ ɦuɑ˧˩ ʥi˧˩ dɛ̃˩˧
笑话	ɕiɔ˥ ɦuɑ˧˩
笑话奇谈	ɕiɔ˥ ɦuɑ˧˩ ʥi˧˩ dɛ̃˩˧
笑面老虎	ɕiɔ˥ miɛ̃˧˩ lɔ˥˧ hu˧˩
笔	piəʔ˥
笔头儿	piəʔ˥ dei˧˩ əl˧˩
笔套管	piəʔ˥ tʰɔ˥ kuõ˥˧
笔笃势直	piəʔ˥ toʔ˥ sɿ˥ ʣəʔ˨
笔笔	piəʔ˥ piəʔ˥
笔筒儿	piəʔ˥ doŋ˧˩ əl˧˩
笔管	piəʔ˥ kuõ˥˧
笔记本	piəʔ˥ ʨi˥ bu˩˧
笔顺不对	piəʔ˥ zʮen˩˧ pəʔ˥ tui˥
笕	ʨiᴇ̃˥˧
笛	diəʔ˨
笠	liəʔ˨
笡	ʨʰiɑ˥˧
笡对照	ʨʰiɑ tui˧˩ ʦɔ˧˩
笡對照	ʨʰiɑ tui˧˩ ʦɔ˧˩
笤帚	diɔ˧˩ ʦei˥˧
符	ɦu˨˩˧
笨	ben˩˧
第	di˩˧
第一名	di˩˧ ʔiəʔ˥ min˧
笺	ʨʰiᴇ̃˧
笼	loŋ˨˩˧
筅帚	ɕiɛ̃˥˧ ʦei˧˩
筆	piəʔ˥
筆套管	piəʔ˥ tʰɔ˥ kuõ˥˧
筆筆	piəʔ˥ piəʔ˥
筆筒兒	piəʔ˥ doŋ˧˩ əl˧˩
筆管	piəʔ˥ kuõ˥˧
筆篤勢直	piəʔ˥ toʔ˥ sɿ˥ ʣəʔ˨
筆記本	piəʔ˥ ʨi˥ bu˩˧
筆順不對	piəʔ˥ zʮen˩˧ pəʔ˥ tui˥
筆頭兒	piəʔ˥ dei˧˩ əl˧˩
等	ten˥˧
等样	ten˥˧ ʔiɑŋ˥
等樣	ten˥˧ ʔiɑŋ˥
等歇会	ten˥˧ ɕiəʔ˥ ɦui˧˩
等歇會	ten˥˧ ɕiəʔ˥ ɦui˧˩
筋	ʨin˧
筋筋吊吊	ʨin˧ ʨin˧ tiɔ˥ tiɔ˥
筋骨	ʨin˧ kuoʔ˥
筍	sʮen˥˧
筍乾	sʮen˥˧ kɛ̃˧˩
筍殼兒	sʮen˥˧ kʰoʔ˥ əl
筍衣	sʮen˥˧ ʔi˧˩
筏	vɑʔ˨
筐	kʰuɑŋ˧
筒	doŋ˨˩˧
筒儿麺	doŋ˧˩ əl˩˧ miɛ̃˥
筒兒麪	doŋ˧˩ əl˩˧ miɛ̃˥
答	tɑʔ˥
答应	tɑʔ˥ ʔin˧
答應	tɑʔ˥ ʔin˧
答答	tɑʔ˥ tɑʔ˥
策	ʦʰɑʔ˥
筛	sɛ˧
筛子	sɛ˧ ʦɿ
筛茶	sɛ˧ ʣɑ˨˩˧
筛酒	sɛ˧ ʨiø˥˧
筝	ʦen˧
筧	ʨiᴇ̃˥˧
筷	kʰuᴇ˦˦˥
筷儿	kʰuɛ˥ əl˧˩
筷儿动动	kʰuɛ˥ əl˧˩ doŋ˩˧ doŋ˥˧
筷兒	kʰuɛ˥ əl˧˩
筷兒動動	kʰuɛ˥ əl˧˩ doŋ˩˧ doŋ˥˧
筷笼儿	kʰuɛ˥ loŋ˧˩ əl˧˩
筷籠兒	kʰuɛ˥ loŋ˧˩ əl˧˩
筹	ʣei˨˩˧
筹儿	ʣei˧˩ əl˩˧
签	ʨʰiᴇ̃˧
简	ʨiᴇ̃˥˧
箋	ʨʰiᴇ̃˧
箍	kʰu˧
箍儿	kʰu˧ əl˧
箍兒	kʰu˧ əl˧
箍桶匠	kʰu˧ tʰoŋ˥˧ ʥiɑŋ˩˧
箏	ʦen˧
箓儿	loʔ˨ əl˩˧
算	sʮõ˦˦˥
算命	sʮõ˥ min˥
算命先生	sʮõ˥ min˥ ɕiɛ̃˧ sen˧
算得	sʮõ˥ tɛ
算数簿	sʮõ˥ zʮəʔ˨ bu˧˩
算數簿	sʮõ˥ zʮəʔ˨ bu˧˩
算盘	sʮõ˥ buõ˧˩
算盘珠儿	sʮõ˥ buõ˧˩ ʦʮ˧ əl˧
算盤	sʮõ˥ buõ˧˩
算盤珠兒	sʮõ˥ buõ˧˩ ʦʮ˧ əl˧
管	kuõ˥˧
箩	lo˨˩˧
箩筐	lo˧˩ kʰuɑŋ˧
箫	ɕiɔ˧
箬壳	niəʔ˨ kʰoʔ˥
箬帽	niəʔ˨ mɔ˩˧
箬殼	niəʔ˨ kʰoʔ˥
箭	ʨiᴇ̃˦˦˥
箱	ɕiɑŋ˧
箱橱	ɕiɑŋ˧ ʣʮ˧
箱櫥	ɕiɑŋ˧ ʣʮ˧
箸	ʣʮ˩˧
節	ʨiəʔ˥
節節高	ʨiəʔ˥ ʨiəʔ˥ kɔ˧
篁	ɦuɑŋ˨˩˧
範	vᴇ̃˩˧
篆	ʣʮõ˩˧
篇	pʰiɛ̃˧
築	ʦoʔ˥
篓	lei˥˧
篓儿	lei˥˧ əl˧˩
篙	hɔ˧
篙子	kɔ˧ ʦɿ
篡	ʦʰʮõ˦˦˥
篤	toʔ˥
篤坦	toʔ˥ tʰɛ̃˥˧
篤定	toʔ˥ din˩˧
篤悠悠	toʔ˥ ʔiø˧ ʔiø˧
篤篤坦坦	toʔ˥ toʔ˥ tʰɛ̃˥˧ tʰɛ̃˧˩
篤篤定定	toʔ˥ toʔ˥ din˩˧ din˩˧
篤篤齊	toʔ˥ toʔ˥ ʥi˨˩˧
篩	sᴇ˧
篩子	sɛ˧ ʦɿ
篩茶	sɛ˧ ʣɑ˨˩˧
篩酒	sɛ˧ ʨiø˥˧
篮儿	lɛ̃˧˩ əl˩˧
篮儿手	lɛ̃˧˩ əl˩˧ sei˥˧
篮球	lɛ̃˧˩ ʥiø˩˧
篰儿	bu˩˧ əl˥˧
篰兒	bu˩˧ əl˥˧
篱	li˨˩˧
篷	boŋ˨˩˧
篾	miəʔ˨
篾匠师傅	miəʔ˨ ʥiɑŋ˩˧ sɿ˧ vu˧
篾匠師傅	miəʔ˨ ʥiɑŋ˩˧ sɿ˧ vu˧
篾席	miəʔ˨ ʥiəʔ˨
篾爿	miəʔ˨ bɛ̃˩˧
篾青	miəʔ˨ ʨʰin˧
篾黃	miəʔ˨ ɦuɑŋ˧˩
篾黄	miəʔ˨ ɦuɑŋ˧˩
簇簇新	ʦʰoʔ˥ ʦʰoʔ˥ ɕin˧
簍	lei˥˧
簍兒	lei˥˧ əl˧˩
簟	diᴇ̃˩˧
簡	ʨiᴇ̃˥˧
簧	ɦuɑŋ˨˩˧
簪	ʦᴇ̃˧
簪儿	ʦɛ̃˧ əl˧
簪兒	ʦɛ̃˧ əl˧
簫	ɕiɔ˧
簰	bᴇ˨˩˧
簷	ɦiᴇ̃˨˩˧
簸	po˦˦˥
簽	ʨʰiᴇ̃˧
簾	liᴇ̃˨˩˧
簾兒	liɛ̃˧˩ əl˩˧
簿	bu˩˧
簿子	bu˩˧ ʦɿ
籃兒	lɛ̃˧˩ əl˩˧
籃兒手	lɛ̃˧˩ əl˩˧ sei˥˧
籃球	lɛ̃˧˩ ʥiø˩˧
籌	ʣei˨˩˧
籌兒	ʣei˧˩ əl˩˧
籍	ʥiəʔ˨
籖书	ʨʰiɛ̃˧ sʮ˧
籖書	ʨʰiɛ̃˧ sʮ˧
籖筒	ʨʰiɛ̃˧ doŋ˧
籙兒	loʔ˨ əl˩˧
籠	loŋ˨˩˧
籬	li˨˩˧
籮	lo˨˩˧
籮筐	lo˧˩ kʰuɑŋ˧
米	mi˥˧
米仁	mi˥˧ zen˧˩
米囤	mi˥˧ den˧˩
米巴	mi˥˧ pɑ˧˩
米巴軋牢	mi˥˧ pɑ˧˩ gɑʔ˨ lɔ˥˧
米巴轧牢	mi˥˧ pɑ˧˩ gɑʔ˨ lɔ˥˧
米店	mi˥˧ tiɛ̃˧˩
米粉干	mi˥˧ fen˧˩ kɛ̃˧˩
米粉幹	mi˥˧ fen˧˩ kɛ̃˧˩
米粞	mi˥˧ ɕi˧˩
米糊	mi˥˧ ɦu˧˩
米虫	mi˥˧ ʣoŋ˧˩
米蟲	mi˥˧ ʣoŋ˧˩
米行	mi˥˧ ɦɑn˥˧
米黃	mi˥˧ ɦuɑŋ˧˩
米黄	mi˥˧ ɦuɑŋ˧˩
籴	diəʔ˨
类	lei˩˧
籼米	ɕiɛ̃˧ mi˧
粉	fen˥˧
粉皮儿	fen˥˧ bi˧˩ əl˧˩
粉皮兒	fen˥˧ bi˧˩ əl˧˩
粉笔	fen˥˧ piəʔ˥
粉筆	fen˥˧ piəʔ˥
粉紅	fen˥˧ ɦoŋ˧˩
粉红	fen˥˧ ɦoŋ˧˩
粒	liəʔ˨
粗	ʦʰu˧
粗生活	ʦʰu˧ sen˧ ɦuoʔ˨˥
粗盐	ʦʰu˧ ɦiɛ̃˧
粗筛子	ʦʰu˧ sɛ˧ ʦɿ
粗篩子	ʦʰu˧ sɛ˧ ʦɿ
粗話	ʦʰu˧ ɦuɑ˧
粗话	ʦʰu˧ ɦuɑ˧
粗鹽	ʦʰu˧ ɦiɛ̃˧
粘	ȵiᴇ̃˧
粟	soʔ˥
粤	ɦyəʔ˨
粥	ʦoʔ˥
粥油	ʦoʔ˥ ɦiø˨˩˧
粪	fen˦˦˥
粪勺儿	fen˥ zoʔ˨ əl˩˧
粪桶	fen˥ tʰoŋ˧˩
粪箕	fen˥ ʨi˧˩
粪肥	fen˥ vi˨˩˧
粪船	fen˥ ʣʮõ˧˩
粮	liɑŋ˨˩˧
粮仓	liɑŋ˧˩ ʦʰɑŋ˧
粮站	liɑŋ˧˩ ʣɛ̃˩˧
粮行	liɑŋ˧˩ ɦɑŋ˩˧
粮食	liɑŋ˧˩ zəʔ˨
粱	liɑŋ˨˩˧
粳	kɑŋ˧
粳米	ken˧ mi˥˧
粵	ɦyəʔ˨
粹	zʮei˩˧
粽	ʦoŋ˦˦˥
粽子	ʦoŋ˥ ʦɿ
粽箬儿	ʦoŋ˥ niəʔ˨ əl˩˧
精	ʨin˧
精光滴滑	ʨin˧ kuɑŋ˧ tiəʔ˥ ɦuɑʔ˨
精刮	ʨin˧ kuɑʔ˥
精巴鬼	ʨin˧ pɑ˧ kui˧
精干老瘦	ʨin˧ kɛ̃˧ lɔ˥˧ sei˥
精幹老瘦	ʨin˧ kɛ̃˧ lɔ˥˧ sei˥
精盐	ʨin˧ ɦiɛ̃˧
精精	ʨin˧ ʨin˧
精馬	ʨin˧ mɑ˧
精马	ʨin˧ mɑ˧
精鹽	ʨin˧ ɦiɛ̃˧
糉子	ʦoŋ˥ ʦɿ
糉箬兒	ʦoŋ˥ niəʔ˨ əl˩˧
糊塗	ɦu˧˩ du˥˧
糊塗賬	ɦu˧˩ du˥˧ ʦɑŋ˥
糊涂	ɦu˧˩ du˥˧
糊涂账	ɦu˧˩ du˥˧ ʦɑŋ˥
糍	ʣɿ˨˩˧
糍米饭	ʦʰɿ˧ mi˥˧ vɛ̃˩˧
糍饭糕	ʦʰɿ˥ vɛ̃˧ kɔ˧
糕	kɔ˧
糕餅	kɔ˧ pin˧
糕餅店	kɔ˧ pin˧ tiɛ̃˧
糕餅攤兒	kɔ˧ pin˧ tʰɛ̃˧ əl˧
糕饼	kɔ˧ pin˧
糕饼店	kɔ˧ pin˧ tiɛ̃˧
糕饼摊儿	kɔ˧ pin˧ tʰɛ̃˧ əl˧
糖	dɑŋ˨˩˧
糖人儿	dɑŋ˧˩ zen˩˧ əl˥˧
糖人兒	dɑŋ˧˩ zen˩˧ əl˥˧
糖冬瓜条	dɑŋ˧˩ toŋ˧ kuɑ˧ diɔ˧
糖冬瓜條	dɑŋ˧˩ toŋ˧ kuɑ˧ diɔ˧
糖年糕	dɑŋ˧˩ niɛ̃˩˧ kɔ˥˧
糖果店	dɑŋ˧˩ ku˥˧ tiɛ̃˧˩
糖桂花	dɑŋ˧˩ kui˥ huɑ˧˩
糖氽蛋	dɑŋ˧˩ tʰen˥˧ dɛ̃˩˧
糖炒慄子	dɑŋ˧˩ ʦʰɔ˥˧ liəʔ˨ ʦɿ
糖炒栗子	dɑŋ˧˩ ʦʰɔ˥˧ liəʔ˨ ʦɿ
糖醋大蒜	dɑŋ˧˩ ʦʰu˥ dɑ˩˧ sʮõ˥˧
糖餅	dɑŋ˧˩ pin˥˧
糖饼	dɑŋ˧˩ pin˥˧
糙	ʦʰɔ˦˦˥
糙米	ʦʰɔ˥ mi˧˩
糜	mi˨˩˧
糞	fen˦˦˥
糞勺兒	fen˥ zoʔ˨ əl˩˧
糞桶	fen˥ tʰoŋ˧˩
糞箕	fen˥ ʨi˧˩
糞肥	fen˥ vi˨˩˧
糞船	fen˥ ʣʮõ˧˩
糟肉	ʦɔ˧ zoʔ˥
糟蛋	ʦɔ˧ dɛ̃˧
糟魚	ʦɔ˧ ɦy˧
糟鱼	ʦɔ˧ ɦy˧
糠	kʰɑŋ˧
糧	liɑŋ˨˩˧
糧倉	liɑŋ˧˩ ʦʰɑŋ˧
糧站	liɑŋ˧˩ ʣɛ̃˩˧
糧行	liɑŋ˧˩ ɦɑŋ˩˧
糧食	liɑŋ˧˩ zəʔ˨
糯	no˩˧
糯米	no˩˧ mi˥˧
糯米飯	no˩˧ mi˥˧ vɛ̃˧˩
糯米饭	no˩˧ mi˥˧ vɛ̃˧˩
糰子	duõ˨˩˧ ʦɿ
糴	diəʔ˨
系	ɕi˦˦˥
糾	ʨiø˧
紀	ʨi˦˦˥
紂	zei˩˧
約	iɑʔ˥
紅	ɦoŋ˨˩˧
紅寶石	ɦoŋ˧˩ pɔ˥˧ zɑʔ˨
紅心李	ɦoŋ˧˩ ɕin˧ li˥˧
紅心番薯	ɦoŋ˧˩ ɕin˧ fɛ̃˧ zʮ˧
紅果兒	ɦoŋ˧˩ ku˥˧ əl˧˩
紅桃	ɦoŋ˧˩ dɔ˩˧
紅殼筍	ɦoŋ˧˩ kʰoʔ˥ sʮen˥˧
紅糖	ɦoŋ˧˩ dɑŋ˩˧
紅腫	ɦoŋ˧˩ ʦoŋ˥˧
紅腫枇杷	ɦoŋ˧˩ ʦoŋ˥˧ biəʔ˨ bɑ
紅腳梗	ɦoŋ˧˩ ʨiɑʔ˥ kuɑŋ˥˧
紅臉	ɦoŋ˧˩ liɛ̃˥˧
紅莧菜	ɦoŋ˧˩ ɕiɛ̃˥ ʦʰɛ˧˩
紅辣椒兒	ɦoŋ˧˩ lɑʔ˨ ʥi˧˩ əl˩˧
紋	ven˨˩˧
納	nɑʔ˨
紐	niø˥˧
紐扣兒	niø˥˧ kʰø˧˩ əl˧˩
紐扣洞兒	niø˥˧ kʰø˧˩ doŋ˩˧ əl˥˧
紐襻兒	niø˥˧ pʰɛ̃˧˩ əl˧˩
純	ʣen˨˩˧
紗	sɑ˧
紗卡	sɑ˧ kʰɑ˥˧
紗布	sɑ˧ pu˧
紗櫥	sɑ˧ ʣʮ˧
紗門	sɑ˧ men˧
紙	ʦɿ˥˧
紙兒	ʦɿ˥˧ əl˧˩
紙店	ʦɿ˥˧ tiɛ̃˧˩
紙張	ʦɿ˥˧ ʦɑŋ˧˩
紙板箱	ʦɿ˥˧ pɛ̃˧˩ ɕiɑŋ˧˩
紙煤頭	ʦɿ˥˧ mei˧˩ dei
紙筋	ʦɿ˥˧ ʨin˧˩
紙紮人兒	ʦɿ˥˧ ʦɑʔ˥ zen˧˩ əl˧˩
級	ʨiəʔ˥
紛	fen˧
紝	zen˩˧
素	su˦˦˥
素油	su˥ ɦiø˧˩
素菜	su˥ ʦʰɛ˧˩
素雞	su˥ ʨi˧˩
素鸡	su˥ ʨi˧˩
紡	fɑŋ˥˧
紡紗	fɑŋ˥˧ sɑ˧
紡車	fɑŋ˥˧ ʦʰʮei˧˩
索	soʔ˥
索儿	soʔ˥ əl˧
索兒	soʔ˥ əl˧
紧	ʨin˥˧
紧俏	ʨin˥˧ ʨʰiɔ˧˩
紧绷绷	ʨin˥˧ pɑŋ˧˩ pɑŋ˧˩
紧要关头	ʨin˥˧ ʔiɔ˧˩ kuõ˧ dei
紫	ʦɿ˥˧
紫竹	ʦɿ˥˧ ʦoʔ˥
紫笃笃	ʦɿ˥˧ toʔ˥ toʔ˥
紫篤篤	ʦɿ˥˧ toʔ˥ toʔ˥
紫紅	ʦɿ˥˧ ɦoŋ˧˩
紫红	ʦɿ˥˧ ɦoŋ˧˩
紫罗兰	ʦɿ˥˧ lo˧˩ lɛ̃˧˩
紫羅蘭	ʦɿ˥˧ lo˧˩ lɛ̃˧˩
紫药水	ʦɿ˥˧ ɦiɑʔ˨ sʮei˧˩
紫菜	ʦɿ˥˧ ʦʰɛ˧˩
紫藤	ʦɿ˥˧ den˧˩
紫藥水	ʦɿ˥˧ ɦiɑʔ˨ sʮei˧˩
紫銅	ʦɿ˥˧ doŋ˨˩˧
紫铜	ʦɿ˥˧ doŋ˨˩˧
紫雪糕	ʦɿ˥˧ ɕiəʔ˥ kɔ˧
累	lei˩˧
細	ɕi˦˦˥
細潔	ɕi˥ ʨiəʔ˨
細篩子	ɕi˥˧ sɛ˧˩ ʦɿ
細鹽	ɕi˥˧ ɦiɛ̃˧˩
紹	ʣɔ˩˧
紹興師爺	zɔ˩˧ ɕin˧ sɿ˧ ɦi˧
紹興戲	zɔ˩˧ ɕin˧ ɕi˧˩
紹興酒	zɔ˩˧ ɕin˧ ʨiø˥˧
紿棕繃	dɛ˨˩˧ ʦoŋ˧ pɑŋ˧
終	ʦoŋ˧
組	ʦu˥˧
絆	buõ˩˧
絆一跤	bɛ̃˩˧ ʔiəʔ˥ ʨiɔ˧
結	ʨiəʔ˥
結冰	ʨiəʔ˥ pin˧
結婚	ʨiəʔ˥ hun˧
結拜兄弟	ʨiəʔ˥ pɛ˥ ɕioŋ˧ di˧
結拜姐妹	ʨiəʔ˥ pɛ˥ ʨi˥˧ mei˧˩
結棍	ʨiəʔ˥ kun˧
結繭	ʨiəʔ˥ ʨiɛ̃˥˧
結蛛	ʨiəʔ˥ ʦɿ˧
結蛛網兒	ʨiəʔ˥ ʦɿ˧ mɑŋ˥˧ əl˧˩
結頭	ʨiəʔ˥ dei
絕	ʥiəʔ˨
絞	ʨiɔ˥˧
絞絲旁	ʨiɔ˥˧ sɿ˧˩ bɑŋ˧˩
絞腸痧	ʨiɔ˥˧ ʣɑŋ˧˩ sɑ˧˩
絡	loʔ˨
給	ʨiəʔ˥
絨	ȵioŋ˨˩˧
絨線衫	nioŋ˧˩ ɕiɛ̃˥ sɛ̃˧˩
絮	ɕy˦˦˥
統	tʰoŋ˥˧
統統	tʰoŋ˥˧ tʰoŋ˧˩
絲	sɿ˧
絲瓜兒	sɿ˧ kuɑ˧ əl˧
絲瓜筋	sɿ˧ kuɑ˧ ʨin˧
絲綢	sɿ˧ ʣei˧
絲綢城	sɿ˧ ʣei˧ ʣen˨˩˧
絲綿	sɿ˧ miɛ̃˧
絲綿被	sɿ˧ miɛ̃˧ bi˩˧
絲線	sɿ˧ ɕiɛ̃˧
絲襪兒	sɿ˧ mɑʔ˥ əl˧
絳紅	ʨiɑŋ˥ ɦoŋ˧˩
絳紫	ʨiɑŋ˥ ʦɿ˧˩
絹	ʨyõ˦˦˥
綁	pɑŋ˥˧
綁腳布	pɑŋ˥˧ ʨiɑʔ˥ pu˥
綁起來	pɑŋ˥˧ ʨʰi˧˩ lɛ˧˩
綏	sʮei˧
經	ʨin˧
經摺兒	ʨin˧ ʦəʔ˥ əl˧
綜	ʦoŋ˧
綠	loʔ˨
綠帽烏龜	loʔ˨ mɔ˩˧ ʔu˧ kui˧
綠瑩瑩	loʔ˨ ɦin˩˧ ɦin˩˧
綠肥	loʔ˨ vi˩˧
綠豆	loʔ˨ dei˩˧
綠豆湯	loʔ˨ dei˩˧ tʰɑŋ˧
