㒼	mũ˨˩˧
丫麻爿	o˥˧ mo˨˦ bɛ˨˦
丫麻皮	o˥˧ mo˨˦ bi˨˦
中央	ʦoŋ˥˧ ȵiã˨˦
中央亨	ʦoŋ˥˧ ȵiã˨˦ hã˥˧
中央人	ʦoŋ˥˧ ȵiã˨˦ ȵiŋ˨˦
中帮	ʦoŋ˥˧ pɔ̃˥˧
中帮管	ʦoŋ˥˧ pɔ̃˥˧ kũ˧˥
中幫	ʦoŋ˥˧ pɔ̃˥˧
中幫管	ʦoŋ˥˧ pɔ̃˥˧ kũ˧˥
串阵	ʦʰʏ˦˦ ʥiŋ˨˩˧
串陣	ʦʰʏ˦˦ ʥiŋ˨˩˧
串馬燈	ʦʰʏ˦˦ mo˨˩˧ təŋ˥˧
串马灯	ʦʰʏ˦˦ mo˨˩˧ təŋ˥˧
临时口紧	liŋ˨˦ zɿ˨˦ kʰœʏ˧˥ ʨiŋ˧˥
临着	liŋ˨˦ ʣoʔ˩˨
为仔	ɦuɐɪ˨˩˧ ʦɿ˧˥
为啥事体	ɦuɐɪ˨˩˧ soʔ˥ zɿ˨˩˧ tʰi˧˥
为啥行当	ɦuɐɪ˨˩˧ soʔ˥ ɦɔ̃˨˦ tɔ̃˥˧
为啥道理	ɦuɐɪ˨˩˧ soʔ˥ dɔ˨˩˧ li˨˩˧
为好成怨	ɦuɐɪ˨˩˧ hɔ˧˥ ʥiŋ˨˦ y˦˦
为好除妙	ɦuɐɪ˨˩˧ hɔ˧˥ ʣʮ˨˦ mio˨˩˧
为来为去	ɦuɐɪ˨˩˧ le˨˦ ɦuɐɪ˨˩˧ ʨʰi˦˦
主	ʦʮ˧˥
乃	nɛ˨˩˧
乃则	nɛ˨˩˧ ʦɐʔ˥
乃則	nɛ˨˩˧ ʦɐʔ˥
乃末	nɛ˨˩˧ mɐʔ˩˨
乃格	nɛ˨˩˧ kɐʔ˥
乃遭	nɛ˨˩˧ ʦɔ˥˧
乃間	nɛ˨˩˧ kɛ˧˥
乃间	nɛ˨˩˧ kɛ˧˥
乌	ũ˧˥
乌伦村	̃ ləŋ˨˦ ʦʰəŋ˦˦
乌嘴乌脸	̃ ʦʮ˧˥ ̃ li˨˩˧
乌子	̃ ʦɿ˧˥
乌斑	̃ pɛ˥˧
乌早天亮	̃ ʦɔ˧˥ tʰiɪʔ˥ ȵiã˨˩˧
乌浪鱼	̃ lɔ̃˨˩˧ ŋ̩˨˦
乌浪鱼鲞	̃ lɔ̃˨˩˧ ŋ̩˨˦ ɕiã˧˥
乌浪鲞	̃ lɔ̃˨˩˧ ɕiã˧˥
乌清早	̃ ʨʰiŋ˥˧ ʦɔ˧˥
乌清早暗	̃ ʨʰiŋ˥˧ ʦɔ˧˥ ɐɪ˦˦
乌清老早	̃ ʨʰiŋ˥˧ lɔ˨˩˧ ʦɔ˧˥
乌珠	̃ ʦʮ˥˧
乌笋	̃ sʮøŋ˧˥
乌筱丝	̃ ɕio˧˥ sɿ˥˧
乌老鸦	̃ lɔ˨˩˧ œʏ˥˧
乌脚鸡	̃ ʨiɐʔ˥ ʨi˧˥
乌贼卵黄	̃ zɐʔ˩˨ lø˨˩˧ ɦuɔ̃˨˦
乌贼肚肠	̃ zɐʔ˩˨ du˨˩˧ ʥiã˨˦
乌贼蛋	̃ zɐʔ˩˨ dɛ˨˩˧
乌贼鲞	̃ zɐʔ˩˨ ɕiã˧˥
乌贼鳔肠	̃ zɐʔ˩˨ bio˨˩˧ ʥiã˨˦
乌青	̃ ʨʰiŋ˥˧
乌风猛暴	̃ foŋ˦˦ mã˨˩˧ pɔ˦˦
乌鳢鱼	̃ li˨˩˧ ŋ̩˨˦
乌鳢鱼瓜	̃ li˨˩˧ ŋ̩˨˦ kuo˥˧
乌鼻头虫	̃ bɐʔ˩˨ dœʏ˨˦ ʣoŋ˨˦
乌龙送	̃ loŋ˨˦ soŋ˦˦
乐胃	loʔ˩˨ ɦuɐɪ˨˩˧
乓	pʰã˥˧
乘風涼	ʑiŋ˨˦ foŋ˦˦ liã˨˦
乘风凉	ʑiŋ˨˦ foŋ˦˦ liã˨˦
九头兰	ʨiʏ˧˥ dœʏ˨˦ lɛ˨˦
九頭蘭	ʨiʏ˧˥ dœʏ˨˦ lɛ˨˦
乡下人	ɕiã˥˧ ɦo˨˩˧ ȵiŋ˨˦
乡下佬	ɕiã˥˧ ɦo˨˩˧ lɔ˨˩˧
乡下土𫚙	ɕiã˥˧ ɦo˨˩˧ tʰu˧˥ bu˨˦
乡下头	ɕiã˥˧ ɦo˨˩˧ dœʏ˨˦
乡方	ɕiã˥˧ fɔ̃˥˧
书包架	sʮ˥˧ pɔ˥˧ ko˦˦
书毒头	sʮ˥˧ doʔ˩˨ dœʏ˨˦
书独头	sʮ˥˧ doʔ˩˨ dœʏ˨˦
买㾹病	ma˨˩˧ za˨˦ biŋ˨˩˧
买主	ma˨˩˧ ʦʮ˧˥
买着买	ma˨˩˧ ʣoʔ˩˨ ma˨˩˧
乱买西买	lø˨˩˧ ma˨˩˧ ɕi˥˧ ma˨˩˧
乱写三千	lø˨˩˧ ɕia˧˥ sɛ˥˧ ʨʰi˥˧
乱吃三千	lø˨˩˧ ʨʰyoʔ˥ sɛ˥˧ ʨʰi˥˧
乱吃西吃	lø˨˩˧ ʨʰyoʔ˥ ɕi˥˧ ʨʰyoʔ˥
乱唱三千	lø˨˩˧ ʦʰɔ̃˦˦ sɛ˥˧ ʨʰi˥˧
乱开西开	lø˨˩˧ kʰe˥˧ ɕi˥˧ kʰe˥˧
乱弄三千	lø˨˩˧ loŋ˨˩˧ sɛ˥˧ ʨʰi˥˧
乱忖三千	lø˨˩˧ ʦʰəŋ˧˥ sɛ˥˧ ʨʰi˥˧
乱梦地里	lø˨˩˧ mɔ̃˨˩˧ di˨˩˧ li˨˩˧
乱用三千	lø˨˩˧ ɦyoŋ˨˩˧ sɛ˥˧ ʨʰi˥˧
乱石	lø˨˩˧ zɐʔ˩˨
乱石墙	lø˨˩˧ zɐʔ˩˨ ʑiã˨˦
乱算三千	lø˨˩˧ sʏ˦˦ sɛ˥˧ ʨʰi˥˧
乱讲西讲	lø˨˩˧ kɔ̃˧˥ ɕi˥˧ kɔ̃˧˥
乱话	lø˨˩˧ ɦuo˨˩˧
乱话三千	lø˨˩˧ ɦuo˨˩˧ sɛ˥˧ ʨʰi˥˧
乱话到底	lø˨˩˧ ɦuo˨˩˧ tɔ˦˦ ti˧˥
乾剝剝	ki˥˧ poʔ˥ poʔ˥
乾薑癟棗	ki˥˧ ʨiã˥˧ pɐʔ˥ ʦɔ˧˥
亂唱三千	lø˨˩˧ ʦʰɔ̃˦˦ sɛ˥˧ ʨʰi˥˧
亂喫三千	lø˨˩˧ ʨʰyoʔ˥ sɛ˥˧ ʨʰi˥˧
亂喫西喫	lø˨˩˧ ʨʰyoʔ˥ ɕi˥˧ ʨʰyoʔ˥
亂夢地裏	lø˨˩˧ mɔ̃˨˩˧ di˨˩˧ li˨˩˧
亂寫三千	lø˨˩˧ ɕia˧˥ sɛ˥˧ ʨʰi˥˧
亂弄三千	lø˨˩˧ loŋ˨˩˧ sɛ˥˧ ʨʰi˥˧
亂忖三千	lø˨˩˧ ʦʰəŋ˧˥ sɛ˥˧ ʨʰi˥˧
亂用三千	lø˨˩˧ ɦyoŋ˨˩˧ sɛ˥˧ ʨʰi˥˧
亂石	lø˨˩˧ zɐʔ˩˨
亂石牆	lø˨˩˧ zɐʔ˩˨ ʑiã˨˦
亂算三千	lø˨˩˧ sʏ˦˦ sɛ˥˧ ʨʰi˥˧
亂話	lø˨˩˧ ɦuo˨˩˧
亂話三千	lø˨˩˧ ɦuo˨˩˧ sɛ˥˧ ʨʰi˥˧
亂話到底	lø˨˩˧ ɦuo˨˩˧ tɔ˦˦ ti˧˥
亂講西講	lø˨˩˧ kɔ̃˧˥ ɕi˥˧ kɔ̃˧˥
亂買西買	lø˨˩˧ ma˨˩˧ ɕi˥˧ ma˨˩˧
亂開西開	lø˨˩˧ kʰe˥˧ ɕi˥˧ kʰe˥˧
了	lɐʔ˩˨
了藤	lio˨˩˧ dəŋ˨˦
了藤瓜	lio˨˩˧ dəŋ˨˦ kuo˥˧
了藤飯瓜	lio˨˩˧ dəŋ˨˦ vɛ˨˩˧ kuo˥˧
了藤饭瓜	lio˨˩˧ dəŋ˨˦ vɛ˨˩˧ kuo˥˧
争	ʦã˥˧
争上游	ʦã˥˧ zɔ̃˨˩˧ ɦiʏ˨˦
事体	zɿ˨˩˧ tʰi˧˥
事干	zɿ˨˩˧ ki˥˧
事幹	zɿ˨˩˧ ki˥˧
事體	zɿ˨˩˧ tʰi˧˥
二五八六	ȵi˨˩˧ ŋ̩˨˩˧ pɐʔ˥ loʔ˩˨
二五十	ȵi˨˩˧ ŋ̩˨˩˧ zʮœʔ˩˨
二五打八六	ȵi˨˩˧ ŋ̩˨˩˧ tã˧˥ pɐʔ˥ loʔ˩˨
二十边	əl˨˩˧ zʮœʔ˩˨ pi˥˧
二十邊	əl˨˩˧ zʮœʔ˩˨ pi˥˧
亏勒	ʨʰy˥˧ lɐʔ˩˨
亏煞	ʨʰy˥˧ sɐʔ˥
五事	ŋ̩˨˩˧ zɿ˨˩˧
五更头	ŋ̩˨˩˧ kã˥˧ dœʏ˨˦
五更晓	ŋ̩˨˩˧ kã˥˧ ɕio˧˥
五更曉	ŋ̩˨˩˧ kã˥˧ ɕio˧˥
五更机	ŋ̩˨˩˧ kã˥˧ ʨi˥˧
五更機	ŋ̩˨˩˧ kã˥˧ ʨi˥˧
五更雞	ŋ̩˨˩˧ kã˥˧ ʨi˧˥
五更頭	ŋ̩˨˩˧ kã˥˧ dœʏ˨˦
五更鸡	ŋ̩˨˩˧ kã˥˧ ʨi˧˥
五架屋	ŋ̩˨˩˧ ko˦˦ oŋ˥˧
五花六月	ŋ̩˨˩˧ huo˦˦ loʔ˩˨ ɦyəʔ˩˨
五花散飛	ŋ̩˨˩˧ huo˦˦ sɛ˦˦ fi˥˧
五花散飞	ŋ̩˨˩˧ huo˦˦ sɛ˦˦ fi˥˧
五花肉	ŋ̩˨˩˧ huo˦˦ ȵyoʔ˩˨
五荒六月	ŋ̩˨˩˧ huɔ̃˥˧ loʔ˩˨ ɦyəʔ˩˨
井头	ʨiŋ˧˥ dɐɪ˨˦
井头跟	ʨiŋ˧˥ dɐɪ˨˦ kəŋ˥˧
井頭	ʨiŋ˧˥ dɐɪ˨˦
井頭跟	ʨiŋ˧˥ dɐɪ˨˦ kəŋ˥˧
交	gɔ˨˩˧
交代	kɔ˥˧ de˨˩˧
交代勿过	kɔ˥˧ de˨˩˧ vɐʔ˩˨ kəu˦˦
交代勿過	kɔ˥˧ de˨˩˧ vɐʔ˩˨ kəu˦˦
交关	ʨio˥˧ kuɛ˥˧
交孳	gɔ˨˩˧ ʦɿ˥˧
交秋	kɔ˥˧ ʨʰiʏ˥˧
交老运	kɔ˥˧ lɔ˨˩˧ ɦyəŋ˨˩˧
交老運	kɔ˥˧ lɔ˨˩˧ ɦyəŋ˨˩˧
交运	kɔ˥˧ ɦyəŋ˨˩˧
交運	kɔ˥˧ ɦyəŋ˨˩˧
交關	ʨio˥˧ kuɛ˥˧
亨棚冷	hã˥˧ bã˨˦ lã˨˩˧
亨白冷	hã˥˧ bɐʔ˩˨ lã˨˩˧
亨白冷打	hã˥˧ bɐʔ˩˨ lã˨˩˧ tã˧˥
享先	ɕiã˧˥ ɕi˥˧
享先汤果	ɕiã˧˥ ɕi˥˧ tʰɔ̃˥˧ kəu˧˥
享先湯果	ɕiã˧˥ ɕi˥˧ tʰɔ̃˥˧ kəu˧˥
亮	liã˨˩˧
亮头	liã˨˩˧ dœʏ˨˦
亮头里	liã˨˩˧ dœʏ˨˦ li˨˩˧
亮梗	liã˨˩˧ kuã˧˥
亮眼先生	liã˨˩˧ ŋɛ˨˩˧ ɕi˥˧ sã˥˧
亮眼头丝	liã˨˩˧ ŋɛ˨˩˧ dœʏ˨˦ sɿ˥˧
亮眼沙地	liã˨˩˧ ŋɛ˨˩˧ so˦˦ di˨˩˧
亮眼瞎	liã˨˩˧ ŋɛ˨˩˧ hɐʔ˥
亮眼瞎子	liã˨˩˧ ŋɛ˨˩˧ hɐʔ˥ ʦɿ˧˥
亮眼頭絲	liã˨˩˧ ŋɛ˨˩˧ dœʏ˨˦ sɿ˥˧
亮穿穿	liã˨˩˧ ʦʰʏ˥˧ ʦʰʏ˥˧
亮頭	liã˨˩˧ dœʏ˨˦
亮頭裡	liã˨˩˧ dœʏ˨˦ li˨˩˧
亲	ʨʰiŋ˦˦
亲家公	ʨʰiŋ˦˦ ko˥˧ koŋ˥˧
亲家姆	ʨʰiŋ˦˦ ko˥˧ m̩˨˦
亲气	ʨʰiŋ˦˦ ʨʰi˦˦
人	ȵiŋ˨˦
人多人势	ȵiŋ˨˦ təu˧˥ ȵiŋ˨˦ sʮ˦˦
人多人勢	ȵiŋ˨˦ təu˧˥ ȵiŋ˨˦ sʮ˦˦
人客	ȵiŋ˨˦ kʰɐʔ˥
人家人	ȵiŋ˨˦ ko˥˧ ȵiŋ˨˦
人意	ȵiŋ˨˦ i˦˦
人末子	ȵiŋ˨˦ mɐʔ˩˨ ʦɿ˧˥
人案	ȵiŋ˨˦ e˦˦
人案头	ȵiŋ˨˦ e˦˦ dœʏ˨˦
人案頭	ȵiŋ˨˦ e˦˦ dœʏ˨˦
人看人样	ȵiŋ˨˦ kʰi˦˦ ȵiŋ˨˦ ɦiã˨˩˧
人看人樣	ȵiŋ˨˦ kʰi˦˦ ȵiŋ˨˦ ɦiã˨˩˧
今密	ʨiɪʔ˥ miɪʔ˩˨
今密子	ʨiɪʔ˥ miɪʔ˩˨ ʦɿ˧˥
今朝	ʨiŋ˥˧ ʨio˥˧
今末	ʨi˥˧ mɐʔ˩˨
今末子	ʨi˥˧ mɐʔ˩˨ ʦɿ˧˥
介	ka˦˦
介勒	kɐʔ˥ lɐʔ˩˨
介啥	ka˦˦ soʔ˥
介小数目	ka˦˦ ɕio˧˥ su˧˥ moʔ˩˨
介小數目	ka˦˦ ɕio˧˥ su˧˥ moʔ˩˨
介弄既弄	ka˦˦ loŋ˨˩˧ ʨi˦˦ loŋ˨˩˧
介忖既忖	ka˦˦ ʦʰəŋ˧˥ ʨi˦˦ ʦʰəŋ˧˥
介拣既拣	ka˦˦ kɛ˧˥ ʨi˦˦ kɛ˧˥
介揀既揀	ka˦˦ kɛ˧˥ ʨi˦˦ kɛ˧˥
介烦既烦	ka˦˦ vɛ˨˦ ʨi˦˦ vɛ˨˦
介煩既煩	ka˦˦ vɛ˨˦ ʨi˦˦ vɛ˨˦
介看既看	ka˦˦ kʰi˦˦ ʨi˦˦ kʰi˦˦
介眼	ka˦˦ ŋɛ˨˩˧
介眼眼	ka˦˦ ŋɛ˨˩˧ ŋɛ˨˩˧
介管	ka˦˦ kəu˧˥
介話	ka˦˦ ɦuo˨˩˧
介話既話	ka˦˦ ɦuo˨˩˧ ʨi˦˦ ɦuo˨˩˧
介講既講	ka˦˦ kɔ̃˧˥ ʨi˦˦ kɔ̃˧˥
介讲既讲	ka˦˦ kɔ̃˧˥ ʨi˦˦ kɔ̃˧˥
介话	ka˦˦ ɦuo˨˩˧
介话既话	ka˦˦ ɦuo˨˩˧ ʨi˦˦ ɦuo˨˩˧
介𡀂	ka˦˦ lɐɪ˨˦
仍規	ʥiŋ˨˦ kuɐɪ˥˧
仍规	ʥiŋ˨˦ kuɐɪ˥˧
从前子	ʣoŋ˨˦ ʑi˨˦ ʦɿ˧˥
从直	ʣoŋ˨˦ ʥiɪʔ˩˨
仔	ʦɿ˧˥
仔洁	ʦɿ˧˥ ʨiɪʔ˥
仔潔	ʦɿ˧˥ ʨiɪʔ˥
仔跡	ʦɿ˧˥ ʨiɪʔ˥
仔迹	ʦɿ˧˥ ʨiɪʔ˥
仔𡀂	ʦɿ˧˥ lɐɪ˨˦
仗人势	ʨiã˦˦ ȵiŋ˨˦ sʮ˦˦
仗人勢	ʨiã˦˦ ȵiŋ˨˦ sʮ˦˦
仗毛力	ʨiã˦˦ mɔ˨˦ liɪʔ˩˨
仙人	ɕi˥˧ ȵiŋ˨˦
仞	zʮøŋ˨˩˧
件	ʥi˨˩˧
份	vəŋ˨˩˧
伊	i˥˧
伏	boʔ˩˨
伏裏	voʔ˩˨ li˨˩˧
伏裏廂	voʔ˩˨ li˨˩˧ ɕiã˥˧
伏裡頭	voʔ˩˨ li˨˩˧ dœʏ˨˦
伏里	voʔ˩˨ li˨˩˧
伏里厢	voʔ˩˨ li˨˩˧ ɕiã˥˧
伏里头	voʔ˩˨ li˨˩˧ dœʏ˨˦
众家	ʦoŋ˦˦ ko˥˧
众生	ʦoŋ˦˦ sã˥˧
伛	œʏ˦˦
伛倒施揖	œʏ˦˦ tɔ˧˥ sɿ˥˧ iɪʔ˥
伛头磕脑	œʏ˦˦ dœʏ˨˦ kʰɐʔ˥ nɔ˨˩˧
传	ʣʏ˨˩˧
传袋	ʣʏ˨˩˧ de˨˩˧
伤	sɔ̃˥˧
伤料	sɔ̃˥˧ lio˨˩˧
伤筋	sɔ̃˥˧ ʨiŋ˥˧
伤阴骘	sɔ̃˥˧ iŋ˥˧ ʨiɪʔ˥
伤风气	sɔ̃˥˧ foŋ˦˦ ʨʰi˦˦
伯伯	pɐʔ˥ pã˥˧
伯嚭	pɐʔ˥ pʰi˦˦
伴小果	bũ˨˩˧ ɕio˧˥ kəu˧˥
伴手果	bũ˨˩˧ ɕiʏ˧˥ kəu˧˥
伸	ɕiŋ˥˧
伸懒势	ɕiŋ˥˧ lɛ˨˩˧ sʮ˦˦
伸懒长	ɕiŋ˥˧ lɛ˨˩˧ ʥiã˨˦
伸懶勢	ɕiŋ˥˧ lɛ˨˩˧ sʮ˦˦
伸懶長	ɕiŋ˥˧ lɛ˨˩˧ ʥiã˨˦
但便	dɛ˨˩˧ bi˨˩˧
但便侬咋勿咋	dɛ˨˩˧ bi˨˩˧ nəu˨˩˧ ʣa˨˩˧ vɐʔ˩˨ ʣa˨˩˧
但便儂咋勿咋	dɛ˨˩˧ bi˨˩˧ nəu˨˩˧ ʣa˨˩˧ vɐʔ˩˨ ʣa˨˩˧
但便其咋勿咋	dɛ˨˩˧ bi˨˩˧ ʥi˨˩˧ ʣa˨˩˧ vɐʔ˩˨ ʣa˨˩˧
但便我咋勿咋	dɛ˨˩˧ bi˨˩˧ ŋo˨˩˧ ʣa˨˩˧ vɐʔ˩˨ ʣa˨˩˧
低头	ti˥˧ dœʏ˨˦
低皮	ti˥˧ bi˨˦
低頭	ti˥˧ dœʏ˨˦
住住	ʣʮ˨˩˧ ʣʮ˨˩˧
体体汰汰	tʰi˧˥ tʰi˧˥ tʰa˦˦ tʰa˦˦
体托	tʰi˧˥ tʰoʔ˥
体汰婆	tʰi˧˥ tʰa˦˦ bəu˨˦
体里汰剌	tʰi˧˥ li˨˩˧ tʰa˦˦ la˨˦
佔擺	ʨi˦˦ pa˧˥
佔相因	ʨi˦˦ ɕiã˦˦ iŋ˥˧
佗	dəu˨˦
作	ʦoʔ˥
作兴	ʦoʔ˥ ɕiŋ˦˦
作出	ʦoʔ˥ ʦʰʮœʔ˥
作吵	ʦoʔ˥ ʦʰɔ˧˥
作啥	ʦoʔ˥ soʔ˥
作啥干	ʦoʔ˥ soʔ˥ ki˥˧
作啥幹	ʦoʔ˥ soʔ˥ ki˥˧
作头	ʦoʔ˥ dœʏ˨˦
作娇	ʦoʔ˥ ʨio˥˧
作嬌	ʦoʔ˥ ʨio˥˧
作梗	ʦoʔ˥ kã˧˥
作浆	ʦoʔ˥ ʨiã˥˧
作漿	ʦoʔ˥ ʨiã˥˧
作興	ʦoʔ˥ ɕiŋ˦˦
作講	ʦoʔ˥ kɔ̃˧˥
作讲	ʦoʔ˥ kɔ̃˧˥
作頭	ʦoʔ˥ dœʏ˨˦
使	sɿ˧˥
侅	kʰe˥˧
侅煞	kʰe˥˧ sɐʔ˥
來	le˨˦
來勒	le˨˦ lɐʔ˩˨
來去	le˨˦ ʨʰi˦˦
來東	le˨˦ toŋ˥˧
來當	le˨˦ tɔ̃˥˧
來的	le˨˦ tiɪʔ˥
來的𡀂	le˨˦ tiɪʔ˥ lɐɪ˨˦
來該	le˨˦ ke˥˧
侏	ʦʮ˥˧
侏扫帚	ʦʮ˥˧ sɔ˧˥ ʨiʏ˧˥
侏掃帚	ʦʮ˥˧ sɔ˧˥ ʨiʏ˧˥
供	ʦoŋ˥˧
依依名	i˥˧ i˥˧ miŋ˨˦
依埭	i˥˧ da˨˦
依心依相	i˥˧ ɕiŋ˥˧ i˥˧ ɕiã˦˦
依心話	i˥˧ ɕiŋ˥˧ ɦuo˨˩˧
依心话	i˥˧ ɕiŋ˥˧ ɦuo˨˩˧
依掉	i˥˧ dio˨˩˧
依本	i˥˧ pəŋ˧˥
依稀	i˥˧ ɕi˥˧
依路	i˥˧ lu˨˩˧
侧	ʦɐʔ˥
侧棱	ʦɐʔ˥ ləŋ˨˩˧
侧角	ʦɐʔ˥ koʔ˥
侬	nəu˨˩˧
便桶	bi˨˩˧ doŋ˨˩˧
便缸	bi˨˩˧ kɔ̃˥˧
促	ʦʰɐʔ˥
促促	ʦʰoʔ˥ ʦʰoʔ˥
促掐	ʦʰoʔ˥ kʰɐʔ˥
俉	ŋ̩˨˩˧
俉侬	ŋ̩˨˩˧ nəu˨˩˧
俉倷	ŋ̩˨˩˧ nɐʔ˩˨
俉儂	ŋ̩˨˩˧ nəu˨˩˧
保窠	pɔ˧˥ kʰəu˥˧
信壳	ɕiŋ˦˦ kʰoʔ˥
信殼	ɕiŋ˦˦ kʰoʔ˥
俨乎正经	ȵi˨˦ ɦu˨˦ ʨiŋ˦˦ ʨiŋ˥˧
修閒	ɕiʏ˥˧ ɦɛ˨˦
修闲	ɕiʏ˥˧ ɦɛ˨˦
個	ɦoʔ˩˨
個個郎	goʔ˩˨ goʔ˩˨ lɔ̃˨˦
個子頭	kəu˦˦ ʦɿ˧˥ dœʏ˨˦
倒㼑	tɔ˧˥ li˨˩˧
倒作	tɔ˧˥ ʦoʔ˥
倒塌耸	tɔ˧˥ tʰɐʔ˥ soŋ˧˥
倒塌聳	tɔ˧˥ tʰɐʔ˥ soŋ˧˥
倒夜	tɔ˧˥ ɦia˨˩˧
倒大	tɔ˧˥ dəu˨˩˧
倒头	tɔ˧˥ dœʏ˨˦
倒头顺脑	tɔ˧˥ dœʏ˨˦ zʮøŋ˨˩˧ nɔ˨˩˧
倒扎鉤	tɔ˧˥ ʦɐʔ˥ kœʏ˥˧
倒扎钩	tɔ˧˥ ʦɐʔ˥ kœʏ˥˧
倒拖	tɔ˧˥ tʰəu˥˧
倒摸順埭	tɔ˧˥ moʔ˩˨ zʮøŋ˨˩˧ da˨˦
倒摸順踏	tɔ˧˥ moʔ˩˨ zʮøŋ˨˩˧ dɐʔ˩˨
倒摸顺埭	tɔ˧˥ moʔ˩˨ zʮøŋ˨˩˧ da˨˦
倒摸顺踏	tɔ˧˥ moʔ˩˨ zʮøŋ˨˩˧ dɐʔ˩˨
倒汗	tɔ˧˥ ɦɐɪ˨˩˧
倒沒	tɔ˧˥ mɐʔ˩˨
倒没	tɔ˧˥ mɐʔ˩˨
倒灶	tɔ˧˥ ʦɔ˦˦
倒爷笨	tɔ˧˥ ɦia˨˦ bəŋ˨˩˧
倒爺笨	tɔ˧˥ ɦia˨˦ bəŋ˨˩˧
倒皵皮	tɔ˧˥ ʨʰiɪʔ˥ bi˨˦
倒竈	tɔ˧˥ ʦɔ˦˦
倒笃	tɔ˧˥ toʔ˥
倒笃筋倒	tɔ˧˥ toʔ˥ ʨiŋ˥˧ tɔ˧˥
倒笃顶倒	tɔ˧˥ toʔ˥ tiŋ˧˥ tɔ˧˥
倒笡耸	tɔ˧˥ ʨʰia˧˥ soŋ˧˥
倒笡聳	tɔ˧˥ ʨʰia˧˥ soŋ˧˥
倒篤	tɔ˧˥ toʔ˥
倒篤筋倒	tɔ˧˥ toʔ˥ ʨiŋ˥˧ tɔ˧˥
倒篤頂倒	tɔ˧˥ toʔ˥ tiŋ˧˥ tɔ˧˥
倒翻	tɔ˧˥ fɛ˥˧
倒角	tɔ˧˥ koʔ˥
倒运	tɔ˧˥ ɦyəŋ˨˩˧
倒運	tɔ˧˥ ɦyəŋ˨˩˧
倒阳	tɔ˧˥ ɦiã˨˦
倒陽	tɔ˧˥ ɦiã˨˦
倒頭	tɔ˧˥ dœʏ˨˦
倒頭順腦	tɔ˧˥ dœʏ˨˦ zʮøŋ˨˩˧ nɔ˨˩˧
候	ɦœʏ˨˩˧
候分候数	ɦœʏ˨˩˧ fəŋ˥˧ ɦœʏ˨˩˧ su˧˥
候分候數	ɦœʏ˨˩˧ fəŋ˥˧ ɦœʏ˨˩˧ su˧˥
候分刻数	ɦœʏ˨˩˧ fəŋ˥˧ kʰɐʔ˥ su˧˥
候分刻數	ɦœʏ˨˩˧ fəŋ˥˧ kʰɐʔ˥ su˧˥
候分刻毛	ɦœʏ˨˩˧ fəŋ˥˧ kʰɐʔ˥ mɔ˨˦
候成刻数	ɦœʏ˨˩˧ ʥiŋ˨˦ kʰɐʔ˥ su˧˥
候成刻數	ɦœʏ˨˩˧ ʥiŋ˨˦ kʰɐʔ˥ su˧˥
候扣	ɦœʏ˨˩˧ kʰœʏ˦˦
候扣好	ɦœʏ˨˩˧ kʰœʏ˦˦ hɔ˧˥
候榫	ɦœʏ˨˩˧ sʮøŋ˧˥
候榫头	ɦœʏ˨˩˧ sʮøŋ˧˥ dœʏ˨˦
候榫頭	ɦœʏ˨˩˧ sʮøŋ˧˥ dœʏ˨˦
候眉刻毛	ɦœʏ˨˩˧ mi˨˦ kʰɐʔ˥ mɔ˨˦
候着	ɦœʏ˨˩˧ zʮœʔ˩˨
候着候	ɦœʏ˨˩˧ zʮœʔ˩˨ ɦœʏ˨˩˧
候着記把	ɦœʏ˨˩˧ zʮœʔ˩˨ ʨi˦˦ po˧˥
候着记把	ɦœʏ˨˩˧ zʮœʔ˩˨ ʨi˦˦ po˧˥
候自	ɦœʏ˨˩˧ ʑi˨˩˧
候队	ɦœʏ˨˩˧ dɐɪ˨˩˧
候隊	ɦœʏ˨˩˧ dɐɪ˨˩˧
借	ʨiã˦˦
借借虫	ʨia˦˦ ʨia˦˦ ʣoŋ˨˦
借借蟲	ʨia˦˦ ʨia˦˦ ʣoŋ˨˦
借八利	ʨia˦˦ pɐʔ˥ li˨˩˧
借力使	ʨia˦˦ liɪʔ˩˨ sɿ˧˥
借只手	ʨia˦˦ ʦɐʔ˥ ɕiʏ˧˥
借只脚	ʨia˦˦ ʦɐʔ˥ ʨiɐʔ˥
借只腳	ʨia˦˦ ʦɐʔ˥ ʨiɐʔ˥
借手	ʨia˦˦ ɕiʏ˧˥
借手半边	ʨia˦˦ ɕiʏ˧˥ pũ˦˦ pi˥˧
借手箬鳎	ʨia˦˦ ɕiʏ˧˥ ȵyoʔ˩˨ tʰɐʔ˥
借米聋	ʨia˦˦ mi˨˩˧ loŋ˨˦
借米聾	ʨia˦˦ mi˨˩˧ loŋ˨˦
借肩背	ʨia˦˦ ʨi˥˧ pɐɪ˦˦
借脚	ʨia˦˦ ʨiɐʔ˥
借腳	ʨia˦˦ ʨiɐʔ˥
借边	ʨia˦˦ pi˥˧
借邊	ʨia˦˦ pi˥˧
倭	əu˦˦
倭妥	əu˦˦ tʰəu˧˥
倭豆	əu˦˦ dœʏ˨˩˧
倭豆荚	əu˦˦ dœʏ˨˩˧ ʨi˦˦
倭豆莢	əu˦˦ dœʏ˨˩˧ ʨi˦˦
值鈿	ʥiɪʔ˩˨ di˨˩˧
