㑃	æ˥˨˧
厩	ʨy˥˨˧
厭	i˥˨˧
厭子	iɪ˥˩ ʦɿ
厭氣	iɪ˧ ʨʰi˨˩
厮	sɿ˦
厲	liⱼ˨˧˩
厴	i˥˩
厴頭	iɪ˥˩ dʏ
去	ʨʰiⱼ˥˨˧
去哉	ʨʰi˥˩˧ ʦᴇ
厾	toʔ˦˧
厾球	toʔ˦˧ ʥiʏ˧
厾踢子	toʔ˦˧ tʰiəʔ˦˧ ʦɿ
县	ɦiø˨˧˩
叁	sᴇ˦
参	sən˦
参星	sən˥ sin˨˩
參	sən˦
參星	sən˥ sin˨˩
又	ɦy˨˧˩
叉	ʦʰo˦
叉士	ʦʰo˥ zɿ˨˩
叉袋	ʦʰo˥ dᴇ˧˩
叉麻将	ʦʰo˥ mo˧ ʦiã˨˩
叉麻將	ʦʰo˥ mo˧ ʦiã˨˩
及	ʥiəʔ˨˧
友	y˦
双	sɑ̃˥
双双子	sɑ̃˥ sɑ̃˧ ʦɿ
双塔	sɑ̃˥ tʰaʔ˨
双塔罗汉院	sɑ̃˥ tʰaʔ˨ ləu˨˨˧ hø˧ ɦiø˨˩
双季稻	sɑ̃˥ ʨi˧ dæ˨˩
双档	sɑ̃˥ tɑ̃˨˩
双满月	sɑ̃˥ mø˧ ŋəʔ˨
双眼人	sɑ̃˥ ŋᴇ˧ ȵin˨˩
双眼皮	sɑ̃˥ ŋᴇ˧ bi˨˩
双簧	sɑ̃˥ ɦuɑ̃˧
双胞胎	sɑ̃˥ pæ˧ tʰᴇ˨˩
双螺头	sɑ̃˥ ləu˧ dʏ
双角子	sɑ̃˥ koʔ˨ ʦɿ
双酿团子	sɑ̃˥ ȵiã˧ dø˧ ʦɿ
双面绣	sɑ̃˥ miɪ˧ sʏ˨˩
双黄蛋	sɑ̃˥ huɑ̃˧ dᴇ˨˩
反	fᴇ˥˩
反文	fᴇ˥˩ vən˧
反犬旁	fᴇ˥˩ ʨʰiø˧ pɑ̃˨˩
反綁手	fᴇ˥˩ pɑ̃˧ sʏ˥˩
反绑手	fᴇ˥˩ pɑ̃˧ sʏ˥˩
反装门引子	fᴇ˥˩ ʦɑ̃˧ mən˨˨˧ ɦin˧ ʦɿ
反裝門引子	fᴇ˥˩ ʦɑ̃˧ mən˨˨˧ ɦin˧ ʦɿ
发	faʔ˦˧
发乳	faʔ˦˧ zɥ˨˩
发嗲	faʔ˦˧ tiɑ˥˩
发噱	faʔ˦˧ ɕyəʔ˦˧
发大水	faʔ˦˧ dəu˧ sɥ˨˩
发夹	faʔ˦˧ kaʔ˦˧
发奉	faʔ˥ voŋ˧˩
发妆	faʔ˦˧ ʦɑ̃˥
发寒热	faʔ˦˧ ɦø˧ ȵiəʔ˨˧
发极蹦	faʔ˦˧ ʥiəʔ˨˧ poŋ˥˨˧
发榜	faʔ˦˧ pɑ̃˥˩
发狠	faʔ˦˧ hən˥˩
发痧	faʔ˦˧ so˥
发痴	faʔ˦˧ ʦʰɥ˥
发票	faʔ˦˧ pʰiæ˨˩
发福	faʔ˦˧ foʔ˦˧
发芽豆	faʔ˦˧ ŋɑ˧ dʏ˨˩
发财	faʔ˦˧ zᴇ˥
发货	faʔ˦˧ həu˥˨˧
发身	faʔ˦˧ sən˥
发镬	faʔ˦˧ ɦoʔ˨˧
发面	faʔ˦˧ miɪ˧˩
叔	soʔ˦˧
叔侄两个	soʔ˦˧ zəʔ˨˧ liã˧˩ kəʔ
叔侄两家头	soʔ˥ zəʔ˧ liã˧˩ kɑ˥ dʏ
叔侄兩個	soʔ˦˧ zəʔ˨˧ liã˧˩ kəʔ
叔侄兩家頭	soʔ˥ zəʔ˧ liã˧˩ kɑ˥ dʏ
叔接嫂	soʔ˦˧ ʦiəʔ˦˧ sæ˨˩
取	ʦʰiⱼ˥˩
取保	ʦʰi˥˩ pæ˥˩
受	zʏ˧˩
受冊生	zʏ˧˩ ʦʰɑʔ˦˧ sən˧
受册生	zʏ˧˩ ʦʰɑʔ˦˧ sən˧
受用	zʏ˧˩ ɦioŋ˨˩
受賄	zʏ˧˩ huᴇ˨˩
受贿	zʏ˧˩ huᴇ˨˩
变	pi˥˨˧
变戏法	piɪ˥ ɕi˧ faʔ˨
变死	piɪ˥ si˨˩
叙	ziⱼ˨˧˩
叛	bø˨˧˩
叟	søʏ˥˩
叠	diəʔ˨˧
叢	zoŋ˨˨˧
口	kʰʏ˥˩
口供	kʰʏ˥˩ koŋ˧
口头	kʰʏ˥˩ dʏ˧
口才	kʰʏ˥˩ zᴇ˧
口气	kʰʏ˥˩ ʨʰi˨˩
口氣	kʰʏ˥˩ ʨʰi˨˩
口紅	kʰʏ˥˩ ɦoŋ˨˩
口红	kʰʏ˥˩ ɦoŋ˨˩
口舌	kʰʏ˥˩ zəʔ˨
口輕飄飄	kʰʏ˥˩ ʨʰin˧ pʰiæ˧ pʰiæ˨˩
口轻飘飘	kʰʏ˥˩ ʨʰin˧ pʰiæ˧ pʰiæ˨˩
口音	kʰʏ˥˩ in˧
口頭	kʰʏ˥˩ dʏ˧
古	kəu˥˩
句	ʨy˥˨˧
另	lin˨˧˩
另外	lin˨˨˧ ŋɑ˧
叨	tʰæ˦
叨光	tʰæ˥ kuɑ̃˨˩
叨打	tʰæ˥ tã˨˩
叨扰	tʰæ˥ zæ˨˩
叨擾	tʰæ˥ zæ˨˩
叩	kʰøʏ˥˨˧
只	ʦɑʔ˦˧
只管	ʦiəʔ˦˧ kuø˥˩
叫	ʨiæ˥˨˧
叫化子	kæ˥˩ ho˧ ʦɿ
叫化雞	kæ˥˩ ho˧ ʨi˨˩
叫化鸡	kæ˥˩ ho˧ ʨi˨˩
叫名	ʨiæ˥ min˥˩
叫哥哥	ʨiæ˥ kəu˥ kəu˨˩
叫应	ʨiæ˥ in˨˩
叫應	ʨiæ˥ in˨˩
召	zæ˨˧˩
叭	pɑ˦
叮	tin˦
叮嘱	tin˥ ʦoʔ˨
叮囑	tin˥ ʦoʔ˨
叮銅板	tin˥ doŋ˧ pᴇ˨˩
叮铜板	tin˥ doŋ˧ pᴇ˨˩
可	kʰəu˥˩
台	dᴇ˨˨˧
台子	dᴇ˨˨˧ ʦɿ
台子浪	dᴇ˨˨˧ ʦɿ lɑ̃
台布	dᴇ˨˨˧ pu˨˩
台摊	dᴇ˩˧ tʰᴇ˨˩
台板	dᴇ˨˨˧ pᴇ˧
台灯	dᴇ˨˨˧ tən˧
台球	dᴇ˨˨˧ ʥiʏ˧
台风	dᴇ˨˨˧ foŋ˧
叱	ʦʰəʔ˦˧
史	sɿ˥˩
右	ɦy˨˧˩
叵	pʰu˥˩
叶	ɦiəʔ˨˧
号	ɦæ˨˨˧
司	sɿ˦
司徒庙	sɿ˥ dəu˧ miæ˨˩
司徒廟	sɿ˥ dəu˧ miæ˨˩
司机	sɿ˥ ʨi˨˩
司機	sɿ˥ ʨi˨˩
叹	tʰᴇ˥˨˧
叼	tiæ˦
叽	ʨiⱼ˦
叿得	əʔ˦˧ təʔ˦˧
吁	ɕyⱼ˦
吃	ʨʰiəʔ˦˧
吃中饭	ʨʰiəʔ˦˧ ʦoŋ˧ vᴇ˨˩
吃伤	ʨʰiəʔ˦˧ sɑ̃˥
吃倒账	ʨʰiəʔ˦˧ tæ˥˩ ʦã˨˩
吃利市饭	ʨʰiəʔ˦˧ li˧ zɿ˧ vᴇ˨˩
吃口	ʨʰiəʔ˦˧ kʰʏ˥˩
吃噎	ʨʰiəʔ˦˧ iəʔ˦˧
吃坏	ʨʰiəʔ˥ uɑ˥˩˧
吃墨水葛	ʨʰiəʔ˦˧ məʔ˨˧ sɥ˥˩ kəʔ
吃夜点心	ʨʰiəʔ˦˧ iɑ˥ tiɪ˧ sin˨˩
吃夜饭	ʨʰiəʔ˦˧ iɑ˥ vᴇ˨˩
吃大菜	ʨʰiəʔ˦˧ dɑ˧ ʦʰᴇ˨˩
吃头	ʨʰiəʔ˦˧ dʏ
吃夹裆	ʨʰiəʔ˦˧ kaʔ˦˧ tɑ̃˥
吃奶奶	ʨʰiəʔ˦˧ nɑ˧ nɑ˨˩
吃官司	ʨʰiəʔ˦˧ kuø˧ sɿ˨˩
吃客	ʨʰiəʔ˦˧ kʰɑʔ˦˧
吃家生	ʨʰiəʔ˥ kɑ˥ sã˨˩
吃小物事	ʨʰiəʔ˥ siæ˥˩ məʔ˨ zɿ˨˩
吃局	ʨʰiəʔ˦˧ ʥioʔ˨˧
吃局物事	ʨʰiəʔ˥ ʥioʔ˧ məʔ˨ zɿ˨˩
吃开口饭葛	ʨʰiəʔ˦˧ kʰᴇ˥ kʰʏ˧ vᴇ˧ kəʔ
吃手艺饭葛	ʨʰiəʔ˦˧ sʏ˧ ȵi˧ vᴇ˧˩ kəʔ
吃排头	ʨʰiəʔ˦˧ bɑ˧ dʏ
吃搁头	ʨʰiəʔ˦˧ ɡoʔ˨˧ dʏ
吃教葛	ʨʰiəʔ˦˧ ʨiæ˥˩ kəʔ
吃斗	ʨʰiəʔ˦˧ tʏ˥˨˧
吃料	ʨʰiəʔ˦˧ liæ˨˩
吃残	ʨʰiəʔ˦˧ zᴇ˥
吃烟	ʨʰiəʔ˦˧ iɪ˥
吃生活	ʨʰiəʔ˦˧ sã˥ ɦuəʔ˨
吃生鸦片烟	ʨʰiəʔ˦˧ sã˥ iɑ˧ pʰiɪ˧ iɪ˨˩
吃监牢葛	ʨʰiəʔ˦˧ kᴇ˥ læ˧ kəʔ
吃着一吓	ʨʰiəʔ˦˧ zɑʔ˨˧ iəʔ˦˧ hɑʔ˦˧
吃着个吓头	ʨʰiəʔ˥ zɑʔ˧ kəʔ hɑʔ˥ dʏ
吃粥	ʨʰiəʔ˦˧ ʦoʔ˦˧
吃老泡	ʨʰiəʔ˦˧ læ˧˩ pʰæ˨˩
吃花酒	ʨʰiəʔ˦˧ ho˥ ʦʏ˥˩˨˨˧
吃茶	ʨʰiəʔ˦˧ zo˧
吃萝卜干饭	ʨʰiəʔ˦˧ læ˧ boʔ kø˧ vᴇ˨˩
吃讲茶	ʨʰiəʔ˦˧ kɑ̃˥˩ zo˧
吃豆腐	ʨʰiəʔ˦˧ dʏ˧ vu˨˩
吃豆腐饭	ʨʰiəʔ˥ dʏ˧ vu˧ vᴇ˨˩
吃过饭	ʨʰiəʔ˦˧ kəu˥˩ vᴇ˨˩
吃酒	ʨʰiəʔ˦˧ ʦʏ˥˩
吃酸	ʨʰiəʔ˦˧ sø˥
吃醋	ʨʰiəʔ˦˧ ʦʰəu˥˨˧
吃铳货	ʨʰiəʔ˥ ʦʰoŋ˥˩ həu˨˩
吃隑饭	ʨʰiəʔ˦˧ ɡᴇ˧ vᴇ˨˩
吃零碎	ʨʰiəʔ˦˧ lin˨˨˧ sᴇ˨˩
吃饭	ʨʰiəʔ˦˧ vᴇ˧˩
吃饭前	ʨʰiəʔ˦˧ vᴇ˧ ziɪ˨˩
吃饭台子	ʨʰiəʔ˦˧ vᴇ˧ dᴇ˨˩ ʦɿ
吃饭家生	ɕiəʔ˥ vᴇ˧ kɑ˥ sã˨˩
吃香	ʨʰiəʔ˦˧ ɕiã˥
各	koʔ˦˧
吆	iæ˦
合	kəʔ˦˧
合伙	kəʔ˦˧ həu˥˩
合同	ɦəʔ˨˧ doŋ˧
合夥	kəʔ˦˧ həu˥˩
合爬睏	ɦəʔ˨˧ bo˨˨˧ kʰuən˨˩
合算	kəʔ˦˧ sø˥˨˧
吉	ʨiəʔ˦˧
吉夹	ʨiəʔ˦˧ kaʔ˦˧
吉夹辣	ʨiəʔ˦˧ kaʔ˦˧ laʔ˨˧
吉夾	ʨiəʔ˦˧ kaʔ˦˧
吉夾辣	ʨiəʔ˦˧ kaʔ˦˧ laʔ˨˧
吉姜	ʨiəʔ˦˧ ʨiã˥
吊	tiæ˥˨˧
吊人中	tiæ˥ ȵin˧ ʦoŋ˥
吊兰	tiæ˥ lᴇ˨˩
吊孝	tiæ˥ hæ˨˩
吊心境	tiæ˥ sin˧ ʨin˨˩
吊桶	tiæ˥ doŋ˨˩
吊桶繩	tiæ˥ doŋ˧ zən˨˩
吊桶绳	tiæ˥ doŋ˧ zən˨˩
吊水	tiæ˥ sɥ˨˩
吊灯	tiæ˥ tən˨˩
吊燈	tiæ˥ tən˨˩
吊眼皮	tiæ˥ ŋᴇ˧ bi˨˩
吊胃口	tiæ˥ ɦuᴇ˧ kʰʏ˨˩
吊膀子	tiæ˥ pɑ̃˧ ʦɿ
吊蘭	tiæ˥ lᴇ˨˩
同	doŋ˨˨˧
同事	doŋ˨˨˧ zɿ˧
同同穿	doŋ˨˨˧ doŋ˧ ʦʰø˨˩
同学	doŋ˨˨˧ ɦoʔ˨
同學	doŋ˨˨˧ ɦoʔ˨
同年	doŋ˨˨˧ ȵiɪ˧
同棋	doŋ˨˨˧ ʥi˧
同謀	doŋ˨˨˧ mʏ˧
同谋	doŋ˨˨˧ mʏ˧
名	min˨˨˧
名堂	min˨˨˧ dɑ̃˧
名气	min˨˨˧ ʨʰi˧
名氣	min˨˨˧ ʨʰi˧
名片	min˨˨˧ pʰiɪ˧
后	ɦy˨˧˩
后半夜	ɦʏ˨˨˧ pø˧ iɑ˨˩
后头	ɦʏ˨˨˧ dʏ
后年	ɦʏ˨˨˧ ȵiɪ˧
后房	ɦʏ˨˨˧ vɑ̃˧
后手	ɦʏ˨˨˧ sʏ˧
后日	ɦʏ˨˨˧ ȵiəʔ˨
后生	ɦʏ˨˩ sã˧
后翻轩	ɦʏ˨˨˧ fᴇ˥ ɕiɪ˨˩
后脑勺子	ɦʏ˨˨˧ næ˧ zoʔ˨ ʦɿ
后花园	ɦʏ˨˨˧ ho˥ ɦiø˧
后门	ɦʏ˨˨˧ mən˧
后面	ɦʏ˩˧ •miɪ
后首来	ɦʏ˨˨˧ sʏ˧ lᴇ˨˩
吏	liⱼ˨˧˩
吐	tʰəu˥˩
向	ɕiã˥˨˧
向日葵	ɕiã˥˩ zəʔ˨ kʰuᴇ˧
吒	ʦo˥˨˧
吓	hɑʔ˦˧
吕	liⱼ˨˧˩
吗	mo˨˧˩
君	ʨyn˦
吝	lin˥˩
吞	tʰən˥
吞土皮	tʰən˥ tʰəu˧ bi˨˩
吞金	tʰən˥ ʨin˨˩
吟	ȵin˨˨˧
吠	vi˧˩
吤	ʨiɑ
否	biⱼ˨˧˩
否定	fʏ˥ din˨˩
否認	fʏ˥ ȵin˨˩
否认	fʏ˥ ȵin˨˩
吧	bɑ
吨	tən˦
吩	fən˦
含	ɦø˨˨˧
含羞草	ɦø˨˨˧ sʏ˥ ʦʰæ˨˩
听	tʰin˦
听专书	tʰin˥ ʦø˧ sɥ˨˩
听壁脚	tʰin˥ piəʔ˨ ʨiɑʔ˨
听客	tʰin˥ kʰɑʔ˨
听差	tʰin˥ ʦʰɑ˨˩
听枫园	tʰin˥ foŋ˧ ɦiø˨˩
听隑壁书	tʰin˥ ɡᴇ˧˩ piəʔ˨ sɥ˨˩
吭	kʰən˦
吮	zən˨˧˩
启	ʨʰiⱼ˥˩
吰	ɦoŋ˨˨˧
吱	ʦɿ˦
吱吱叫	ʦɥ˥ ʦɥ˧ ʨiæ˨˩
吳	ŋ˨˨˧
吳江青	ŋ̍˨˨˧ kɑ̃˧ ʦʰin˨˩
吴	ŋ˨˨˧
吴江青	ŋ̍˨˨˧ kɑ̃˧ ʦʰin˨˩
吵	ʦʰæ˥˩
吵相罵	ʦʰæ˥˩ siã˧ mo˨˩
吵相骂	ʦʰæ˥˩ siã˧ mo˨˩
吸	ɕiəʔ˦˧
吸水砚瓦	ɕiəʔ˦˧ sɥ˥˩ ȵiɪ˧ ŋo˨˩
吸水硯瓦	ɕiəʔ˦˧ sɥ˥˩ ȵiɪ˧ ŋo˨˩
吸鐵石	ɕiəʔ˦˧ tʰiəʔ˦˧ zɑʔ˨˧
吸铁石	ɕiəʔ˦˧ tʰiəʔ˦˧ zɑʔ˨˧
吸頂燈	ɕiəʔ˦˧ tin˨˩ tən˥
吸顶灯	ɕiəʔ˦˧ tin˨˩ tən˥
吹	ʦʰʮ˦
吹毛求疵	ʦʰᴇ˥ mæ˧ iø˧ ʦʰɿ˨˩
吹牛三	ʦʰɥ˥ ȵiʏ˧ pi˨˩
吹牛屄	ʦʰɥ˥ ȵiʏ˧ pi˨˩
吹風	ʦʰɥ˥ foŋ˥
吹風涼	ʦʰɥ˥ foŋ˥ liã˨˩
吹风	ʦʰɥ˥ foŋ˥
吹风凉	ʦʰɥ˥ foŋ˥ liã˨˩
吻	mən˨˧˩
吼	hʏ˥˩
吾	ŋəu˧˩
吾伲	ŋəu˨˨˧ ȵi˨˩
吾葛	ŋəu˧˩ kəʔ
呀	iɑ˦
呂	liⱼ˨˧˩
呃	əʔ˦˧
呆	ŋᴇ˨˨˧
呆大	ŋᴇ˨˨˧ dəu˨˩
呆板	ŋᴇ˨˨˧ pᴇ˥
呆板其数	ŋᴇ˩˧ pᴇ˧ ʥi˧ səu˨˩
呆板其數	ŋᴇ˩˧ pᴇ˧ ʥi˧ səu˨˩
呆板数	ŋᴇ˨˨˧ pᴇ˧ səu˨˩
呆板數	ŋᴇ˨˨˧ pᴇ˧ səu˨˩
呆鵝	ŋᴇ˨˨˧ ŋəu˨˩
呆鹅	ŋᴇ˨˨˧ ŋəu˨˩
呈	zən˨˨˧
告	kæ˥˨˧
告状	kæ˥˩ zɑ̃˧˩
告狀	kæ˥˩ zɑ̃˧˩
告示	kæ˥˩ zɿ˨˩
告訴	kæ˥˩ səu˨˩
告诉	kæ˥˩ səu˨˩
呐	laʔ˨˧
呒	m˨˨˧
呒不	m̩˨˨˧ pəʔ˨
呒不好先戏	m̩˨˨˧ pəʔ˨ hæ˥˩ siɪ˧ ɕi˨˩
呒不种	m̩˨˨˧ pəʔ˨ ʦoŋ˥˩
呒不陶成	m̩˨˨˧ pəʔ˨ dæ˧ zən˨˩
呒啥	m̩˨˨˧ sɑ˧
呒啥好	m̩˨˨˧ sɑ˧ hæ˨˩
呒大呒小	m̩˩˧ dəu˧ m̩˩˧ siæ˨˩
呒大小	m̩˨˨˧ dəu˧ siæ˨˩
呒头帖子	m̩˨˨˧ dʏ˧ tʰiəʔ˨ ʦɿ
呒妈用	m̩˨˨˧ mɑ˧ ɦioŋ˨˩
呒娒	m̩˨˨˧ mᴇ˧
呒心想	m̩˨˨˧ sin˧ siã˨˩
呒手抓锣	m̩˨˨˧ sʏ˧ ʦɑ˧ ləu˨˩
呒清头	m̩˨˨˧ ʦʰin˥ dʏ˩
呒用场	m̩˨˨˧ ɦioŋ˧ zã˨˩
呒聊木	m̩˨˨˧ liæ˧ moʔ˨
呒设法	m̩˨˨˧ səʔ˦˧ faʔ˦˧
呒趣相	m̩˨˨˧ ʦʰi˧ siã˨˩
呒陶成	m̩˨˨˧ dæ˧ zən˨˩
呓	ȵiⱼ˨˧˩
呔	tᴇ˦
呕	ʏ˥˩
呖	liʔ˨˧
员	ɦiø˨˨˧
呛	ʦʰiã˥˨˧
呛虾	ʦʰiã˥ ho˨˩
呜	əu˦
呢	nəʔ˦˧
呣	m˦
呦	y˦
周	ʦøʏ˦
呯	bin˨˧˩
呱	kuaʔ˦˧
味	miⱼ˨˧˩
味之素	vi˨˨˧ ʦɿ˧ səu˨˩
呵	həu˦
呶	næ˨˨˧
呷	haʔ˦˧
呸	phᴇ˦
呻	sən˦
呼	həu˦
命	min˧˩
命令	min˨˨˧ lin˨˩
命宫里	min˨˨˧ koŋ˧ li˧˩
命宮裡	min˨˨˧ koŋ˧ li˧˩
咀	ʦiⱼ˥˩
咂	ʦɑˀ˦˧
咄	doʔ˨˧
咆	bæ˨˨˧
咉	ɑ̃˦
和	ɦəu˨˨˧
和合席	ɦəu˨˨˧ ɦəʔ˨ ziəʔ˨
和尚	ɦəu˨˨˧ zɑ̃˨˩
和尚菱	ɦəu˨˨˧ zɑ̃˧ lin˨˩
和尚鞋	ɦəu˨˨˧ zɑ̃˧ ɦɑ˨˩
和棋	ɦəu˨˨˧ ʥi˧
和气生财	ɦəu˨˨˧ ʨʰi˧ sən˥ zᴇ˨˨˧
和氣生財	ɦəu˨˨˧ ʨʰi˧ sən˥ zᴇ˨˨˧
和調	ɦəu˨˨˧ diæ˨˩
和调	ɦəu˨˨˧ diæ˨˩
咍	hᴇ˦
咎	ʥy˨˧˩
咏	ioŋ˥˩
咐	fu˥˨˧
咒	ʦøʏ˥˨˧
咔	khaʔ˦˧
咕	ɡəu˥˩
咕白	ɡəu˧˩ bɑʔ˨
咖	kɑ˦
咙	loŋ˨˨˧
咚	toŋ˦
咛	ȵin˨˨˧
咣	kuɑ̃˥˩
咦	ɦi˨˨˧
咧	liəʔ˨˧
咨	ʦɿ˦
咩	mi˦
咪	miⱼ˦
咫	ʦəˀ˦˧
咬	ŋæ˧˩
咬勿热	ŋæ˨˨˧ fəʔ˨ ȵiəʔ˨
咬勿熱	ŋæ˨˨˧ fəʔ˨ ȵiəʔ˨
咬卵	ŋæ˨˨˧ lø˧
咬牙切齒	ŋæ˨˨˧ ŋɑ˧ ʦʰiəʔ˨ ʦʰɥ˨˩
咬牙切齿	ŋæ˨˨˧ ŋɑ˧ ʦʰiəʔ˨ ʦʰɥ˨˩
咬牙子印	ŋæ˧˩ ŋɑ˨˨˧ ʦɿ˧ in˨˩
咬耳朵	ŋæ˨˨˧ ȵi˧ təu
咭	ɕiəʔ˦˧
咯	koʔ˦˧
咱	ʦɑ˦
咳	kʰəʔ˦˧
咸	ɦᴇ˨˨˧
咸橄榄	ɦᴇ˨˨˧ kᴇ˥ lᴇ˨˩
咸肉	ɦᴇ˨˨˧ ȵioʔ˨
咸肉庄	ɦᴇ˨˨˧ ȵioʔ˨ ʦɑ̃˨˩
咸菜	ɦᴇ˨˨˧ ʦʰᴇ˨˩
咸萝卜干	ɦᴇ˨˨˧ læ˧ boʔ kø˥
咸鱼	ɦᴇ˨˨˧ ŋ̍˧
咹	əʔ˦˧
咻	ɕy˦
咽	iəʔ˦˧
咽勿落	iɪ˥ fəʔ˨ loʔ˨
哀	ᴇ˦
哀个	ᴇ˥ kəʔ
哀個	ᴇ˥ kəʔ
哀搭	ᴇ˥ taʔ
哀枪	ᴇ˥ ʦʰiã˨˩
哀枪世里	ᴇ˥ ʦʰiã˧ sɥ˧ li
哀槍	ᴇ˥ ʦʰiã˨˩
哀槍世裏	ᴇ˥ ʦʰiã˧ sɥ˧ li
哀歇	ᴇ˥ ɕiəʔ˨
品	pʰin˥˩
哂	sən˥˩
哄	hoŋ˥˨˧
哆	təu˦
哇	uɑ˦
哈	hɑ˦
哈柴	hɑ˥ zɑ˨˨˧
哉	ʦᴇ
响	ɕiã˥˩
响勿落	ɕiã˥˩ fəʔ˦˧ loʔ˨˧
响器店	ɕiã˥˩ ʨʰi˨˩ tiɪ˨˩
响堂	ɕiã˥˩ dɑ̃˧
响声	ɕiã˥˩ sən˧
响屁	ɕiã˥˩ pʰi˨˩
响屧廊	ɕiã˥˩ siəʔ˨ lɑ̃˧
响档	ɕiã˥˩ tɑ̃˨˩
响油鳝糊	ɕiã˥˩ ɦiʏ˧ zø˧ ɦəu˨˩
哎	ᴇ˦
哐	khuɑ̃˦
哑	o˥˩
哑子	o˥˩ ʦɿ
哑斛咙	o˥˩ ɦoʔ˨ loŋ˨˩
哒	dɑʔ˨˧
哓	ɕiæ˦
哔	piəʔ˦˧
哗	ho˩
哙	kʰuᴇ˥˨˧
哚	toʔ˦˧
哜	ziⱼ˨˧˩
哝	noŋ˨˨˧
哟	io˦
員	ɦiø˨˨˧
哢	khaʔ˦˧
哥	kəu˦
哦	o˥˩
哨	sæ˥˨˧
哩	liⱼ˨˧˩
哪	lo˨˧˩
哭	kʰoʔ˦˧
哭出乌拉	kʰoʔ˦˧ ʦʰəʔ˦˧ əu˧ lɑ˨˩
哭出烏拉	kʰoʔ˦˧ ʦʰəʔ˦˧ əu˧ lɑ˨˩
哭老倒	kʰoʔ˦˧ læ˧˩ tæ˨˩
哮	hæ˦
哮喘	hæ˥ ʦʰø˨˩
哲	ʦəʔ˦˧
哴	liã˨˧˩
哺	bu˨˧˩
哼	hã˦
哽	kã˥˩
唁	ɦi˨˧˩
唆	səu˦
唇	zən˨˨˧
唉	ɦᴇ˨˨˧
唊	kaʔ˦˧
唊嘴舌	kaʔ˦˧ ʦɥ˥˩ zəʔ˧
唐	dɑ̃˨˨˧
唔	n˨˧˩
唔倷	n̩˥ nᴇ˨˩
唔朝	n̩˥ ʦæ˨˩
唔笃	n̩˧˩ toʔ
唔笃两家头	n̩˧˩ toʔ liã˧˩ kɑ˧ dʏ
唔篤	n̩˧˩ toʔ
唔篤兩家頭	n̩˧˩ toʔ liã˧˩ kɑ˧ dʏ
唕	zæ˨˧˩
唗	to˦
唠	læ˦
唢	səu˥˩
唣	zæ˨˧˩
唤	huø˥˩
唧	ʦiəʔ˦˧
唪	boŋ˨˧˩
唫	ȵin˨˨˧
唬	həu˥˩
售	zøʏ˨˧˩
唯	viⱼ˨˨˧
唱	ʦʰɑ̃˥˨˧
唱山歌	ʦʰɑ̃˥ sᴇ˧ kəu˨˩
唱肮春	ʦʰɑ̃˥˨˧ ɑ̃˥ ʦʰən˨˩
唱骯春	ʦʰɑ̃˥˨˧ ɑ̃˥ ʦʰən˨˩
唳	liʔ˨˧
唷	ioʔ˦˧
唻	lᴇ˨˧˩
唾	tʰəu˥˩
啃	kʰən˥˩
啄	zoʔ˨˧
啄木鳥	təʔ˦˧ moʔ˨˧ tiæ˨˩
啄木鸟	təʔ˦˧ moʔ˨˧ tiæ˨˩
商	sã˦
啊	aʔ˦˧
問	mən˨˧˩
問個訊	mən˨˨˧ kəʔ sin˨˩
問訊	mən˨˨˧ sin˨˩
啐	ʦhᴇ˥˨˧
啕	dæ˨˨˧
啖	dᴇ˨˧˩
啜	ʦʰəʔ˦˧
啝人蛇	iɪ˥ ȵin˧ zo˨˩
啞	iɑ˥˩
啞子	o˥˩ ʦɿ
啞斛嚨	o˥˩ ɦoʔ˨ loŋ˨˩
啟	ʨʰiⱼ˥˩
啡	fiⱼ˦
啣	ɦᴇ˨˨˧
啤	biⱼ˨˨˧
啥	sɑ˥˨˧
啥事体	sɑ˥˩ zɿ˧ tʰi˨˩
啥事體	sɑ˥˩ zɿ˧ tʰi˨˩
啥人	sɑ˥˩ ȵin˧
啥场化	sɑ˥˩ zã˧ ho˨˩
啥場化	sɑ˥˩ zã˧ ho˨˩
啥辰光	sɑ˥˩ zən˧ kuɑ̃˨˩
啦	lɑ˦
啧	ʦəʔ˦˧
啪	phaʔ˦˧
啬	səʔ˦˧
啬客	səʔ˦˧ kʰɑʔ˦˧
啭	ʦø˥˨˧
啮	ȵiəʔ˨˧
啯	kuəʔ˦˧
啰	ləu˨˨˧
啰唆	ləu˥ səu˨˩
啰里啰唆	ləu˥ li˧ ləu˧ səu˨˩
啷	lɑ̃˨˨˧
啸	siæ˦
啻	ʦʰʮ˥˨˧
啼	diⱼ˨˨˧
啾	ʦʰøʏ˦
喀	kʰɑʔ˦˧
喁	ȵyⱼ˨˧˩
喂	uᴇ˥˨˧
喃	nø˨˨˧
善	zø˧˩
善善	zø˨˨˧ zø˧
喇	lɑ˨˨˧
喇叭腔	lɑ˨˨˧ pɑ˧ ʨʰiã˨˩
喇叭花	lɑ˨˨˧ pɑ˥ ho˨˩
喇叭裙	lɑ˨˨˧ pɑ˥ ʥyən˨˩
喇叭裤	lɑ˨˨˧ pɑ˧ kʰəu˨˩
喇叭褲	lɑ˨˨˧ pɑ˧ kʰəu˨˩
喉	ɦøʏ˨˨˧
喉蛾	ɦʏ˨˨˧ ŋəu˧
喊	hᴇ˥˨˧
喋	diəʔ˨˧
喏	no˨˨˧
喑	in˦
喔	oʔ˦˧
